Experiment Name,Position,SampleName,ASO Short Description ,CrossingPoint,CrossingPoint.1,dCt,Unnamed: 7,Avg,SD,ddCt,Avg_ddCt,Exp
ASO529-551_WT_20210623,H13,Ionis1375651_3_P45,Ionis1375651_3uM_P45,38.7455635853384,27.1772293684032,11.568334216935202,,,,2.3774215080889363,2.480587881805569,0.17917138082651943
ASO529-551_WT_20210623,H14,Ionis1375651_3_P45,Ionis1375651_3uM_P45,40.0,27.2097111130633,12.7902888869367,,,,3.5993761780904343,,
ASO529-551_WT_20210623,H15,Ionis1375651_3_P45,Ionis1375651_3uM_P45,38.0171154832583,27.3612368151747,10.655878668083602,,,,1.464965959237336,,
ASO529-551_WT_20210623,G16,Ionis676630_10_P45,Ionis676630_10uM_P45,36.1933339196955,28.5768876264882,7.6164462932072965,8.769430784477565,9.190912708846266,0.5960654537373277,-1.5744664156389696,-0.4214819243687013,1.3393025689435343
ASO529-551_WT_20210623,G17,Ionis676630_10_P45,Ionis676630_10uM_P45,39.0832060514651,28.6434202493987,10.439785802066396,,,,1.24887309322013,,
ASO529-551_WT_20210623,G18,Ionis676630_10_P45,Ionis676630_10uM_P45,36.9764574955433,28.7243972373843,8.252060258159002,,,,-0.9388524506872642,,
ASO529-551_WT_20210623,H16,Ionis676630_10_P45,Ionis676630_10uM_P45,38.222502212254,29.4355341895679,8.7869680226861,9.612394633214967,,,-0.4039446861601661,0.4214819243687013,0.7466572701259118
ASO529-551_WT_20210623,H17,Ionis676630_10_P45,Ionis676630_10uM_P45,39.1394341560254,29.5233846861604,9.616049469865,,,,0.42513676101873443,,
ASO529-551_WT_20210623,H18,Ionis676630_10_P45,Ionis676630_10uM_P45,40.0,29.5658335929062,10.434166407093802,,,,1.2432536982475355,,
ASO529-551_WT_20210623,A1,ASO529_10,KQ2109_L20_6-08-6_10uM_P45,37.0512215299331,28.9242384719007,8.126983058032401,,,,-1.063929650813865,-0.6681278749474977,1.5890096376618794
ASO529-551_WT_20210623,A2,ASO529_10,KQ2109_L20_6-08-6_10uM_P45,37.606602418019,28.8785742037417,8.728028214277302,,,,-0.4628844945689643,,
ASO529-551_WT_20210623,A3,ASO529_10,KQ2109_L20_6-08-6_10uM_P45,37.6204237559129,28.9070805265263,8.713343229386602,,,,-0.4775694794596639,,
ASO529-551_WT_20210623,A4,ASO529_10,KQ2109_L20_6-08-6_10uM_P45,38.339521670606,28.4184543117902,9.921067358815797,,,,0.7301546499695313,-0.15799316323060117,1.1157340349744391
ASO529-551_WT_20210623,A5,ASO529_10,KQ2109_L20_6-08-6_10uM_P45,37.3857952314539,28.288664234483,9.097130996970897,,,,-0.09378171187536921,,
ASO529-551_WT_20210623,A6,ASO529_10,KQ2109_L20_6-08-6_10uM_P45,36.5103136863746,28.4297534053143,8.0805602810603,,,,-1.1103524277859655,,
ASO529-551_WT_20210623,A7,ASO529_3,KQ2109_L20_6-08-6_3uM_P45,36.0010193023359,26.5394903547139,9.461528947621996,,,,0.27061623877573027,-0.21305216725736761,1.1591378650935669
ASO529-551_WT_20210623,A8,ASO529_3,KQ2109_L20_6-08-6_3uM_P45,35.025074541144,26.5404903312595,8.484584209884499,,,,-0.7063284989617671,,
ASO529-551_WT_20210623,A9,ASO529_3,KQ2109_L20_6-08-6_3uM_P45,35.4956063798082,26.508137912548,8.9874684672602,,,,-0.203444241586066,,
ASO529-551_WT_20210623,A10,ASO529_3,KQ2109_L20_6-08-6_3uM_P45,35.049886675451,26.252445104769,8.797441570682,,,,-0.3934711381642657,-0.42423960400079724,1.341865064450913
ASO529-551_WT_20210623,A11,ASO529_3,KQ2109_L20_6-08-6_3uM_P45,35.0677051040252,26.3189494274002,8.748755676625002,,,,-0.4421570322212638,,
ASO529-551_WT_20210623,A12,ASO529_3,KQ2109_L20_6-08-6_3uM_P45,35.1258570546125,26.3720349873831,8.753822067229404,,,,-0.4370906416168623,,
ASO529-551_WT_20210623,B1,ASO530_10,KQ2110_L19_6-08-5_10uM_P45,35.9168416472284,26.6944657231797,9.222375924048702,,,,0.03146321520243589,-0.3954385775749998,1.3153425620053798
ASO529-551_WT_20210623,B2,ASO530_10,KQ2110_L19_6-08-5_10uM_P45,35.5721616795924,26.7692442735588,8.802917406033597,,,,-0.38799530281266925,,
ASO529-551_WT_20210623,B3,ASO530_10,KQ2110_L19_6-08-5_10uM_P45,35.1860163091416,26.8248872454101,8.3611290637315,,,,-0.829783645114766,,
ASO529-551_WT_20210623,B4,ASO530_10,KQ2110_L19_6-08-5_10uM_P45,34.8997687475604,26.0324305059974,8.867338241563,,,,-0.3235744672832652,0.014891325388665186,0.989731207585275
ASO529-551_WT_20210623,B5,ASO530_10,KQ2110_L19_6-08-5_10uM_P45,35.3672775007016,26.034575903193,9.332701597508596,,,,0.14178888866232953,,
ASO529-551_WT_20210623,B6,ASO530_10,KQ2110_L19_6-08-5_10uM_P45,35.5123984356123,26.0950261719791,9.417372263633197,,,,0.22645955478693125,,
ASO529-551_WT_20210623,B7,ASO530_3,KQ2110_L19_6-08-5_3uM_P45,32.9205038769205,24.2986498980996,8.621853978820898,,,,-0.5690587300253682,-0.4401838621028998,1.3567772288662319
ASO529-551_WT_20210623,B8,ASO530_3,KQ2110_L19_6-08-5_3uM_P45,32.9659063610931,24.3301297414691,8.635776619623996,,,,-0.5551360892222696,,
ASO529-551_WT_20210623,B9,ASO530_3,KQ2110_L19_6-08-5_3uM_P45,33.3501058896133,24.3555499478281,8.994555941785205,,,,-0.19635676706106153,,
ASO529-551_WT_20210623,B10,ASO530_3,KQ2110_L19_6-08-5_3uM_P45,33.2173222517222,24.1374834769384,9.079838774783802,,,,-0.11107393406246402,-0.11885737272109746,1.0858744996207101
ASO529-551_WT_20210623,B11,ASO530_3,KQ2110_L19_6-08-5_3uM_P45,33.116757827282,24.2323203438678,8.8844374834142,,,,-0.3064752254320666,,
ASO529-551_WT_20210623,B12,ASO530_3,KQ2110_L19_6-08-5_3uM_P45,33.6031383950907,24.3512486449132,9.251889750177504,,,,0.06097704133123827,,
ASO529-551_WT_20210623,C1,ASO531_10,KQ2111_L20_6-08-6_10uM_P45,34.3861991278327,26.327355769923,8.058843357909698,,,,-1.1320693509365682,-0.5959258746544679,1.511442268758597
ASO529-551_WT_20210623,C2,ASO531_10,KQ2111_L20_6-08-6_10uM_P45,35.3311058993545,26.3072172769942,9.023888622360296,,,,-0.16702408648597,,
ASO529-551_WT_20210623,C3,ASO531_10,KQ2111_L20_6-08-6_10uM_P45,35.1059602941056,26.4037317718002,8.7022285223054,,,,-0.48868418654086554,,
ASO529-551_WT_20210623,C4,ASO531_10,KQ2111_L20_6-08-6_10uM_P45,34.0404762013609,25.9394428271332,8.101033374227704,,,,-1.089879334618562,-1.1856425399373325,2.274646791144319
ASO529-551_WT_20210623,C5,ASO531_10,KQ2111_L20_6-08-6_10uM_P45,33.8098442742145,25.9479641573479,7.8618801168665975,,,,-1.3290325919796686,,
ASO529-551_WT_20210623,C6,ASO531_10,KQ2111_L20_6-08-6_10uM_P45,34.0585647247701,26.0056677091376,8.0528970156325,,,,-1.1380156932137666,,
ASO529-551_WT_20210623,C7,ASO531_3,KQ2111_L20_6-08-6_3uM_P45,32.9369647113123,24.2900883180034,8.6468763933089,,,,-0.5440363155373653,-0.6265580814891317,1.5438772816408197
ASO529-551_WT_20210623,C8,ASO531_3,KQ2111_L20_6-08-6_3uM_P45,32.8147192875626,24.357510175513,8.457209112049604,,,,-0.7337035967966621,,
ASO529-551_WT_20210623,C9,ASO531_3,KQ2111_L20_6-08-6_3uM_P45,33.0163169892738,24.4273386125609,8.588978376712898,,,,-0.6019343321333679,,
ASO529-551_WT_20210623,C10,ASO531_3,KQ2111_L20_6-08-6_3uM_P45,33.3106630219214,24.5555914614383,8.755071560483099,,,,-0.435841148363167,-0.4381736390029,1.3548880384540514
ASO529-551_WT_20210623,C11,ASO531_3,KQ2111_L20_6-08-6_3uM_P45,33.0939794609572,24.5947976516947,8.499181809262499,,,,-0.6917308995837672,,
ASO529-551_WT_20210623,C12,ASO531_3,KQ2111_L20_6-08-6_3uM_P45,33.6165190764208,24.6125552366363,9.0039638397845,,,,-0.18694886906176578,,
ASO529-551_WT_20210623,D1,ASO532_10,KQ2112_L20_6-08-6_10uM_P45,33.5471317409381,24.8515871334457,8.695544607492398,,,,-0.49536810135386844,-0.6005215120252329,1.5162645737339913
ASO529-551_WT_20210623,D2,ASO532_10,KQ2112_L20_6-08-6_10uM_P45,33.6092375539572,24.8940527967626,8.7151847571946,,,,-0.4757279516516668,,
ASO529-551_WT_20210623,D3,ASO532_10,KQ2112_L20_6-08-6_10uM_P45,33.3276182317092,24.9671740059331,8.360444225776103,,,,-0.8304684830701632,,
ASO529-551_WT_20210623,D4,ASO532_10,KQ2112_L20_6-08-6_10uM_P45,34.0963755685042,25.091095183586,9.005280384918201,,,,-0.18563232392806484,-0.040735535173465585,1.0286381278181156
ASO529-551_WT_20210623,D5,ASO532_10,KQ2112_L20_6-08-6_10uM_P45,34.0691138187607,25.100310048809,8.968803769951698,,,,-0.22210893889456784,,
ASO529-551_WT_20210623,D6,ASO532_10,KQ2112_L20_6-08-6_10uM_P45,34.6204172434455,25.143969877297,9.476447366148502,,,,0.28553465730223593,,
ASO529-551_WT_20210623,D7,ASO532_3,KQ2112_L20_6-08-6_3uM_P45,31.8760730400251,24.1393352855489,7.736737754476202,,,,-1.454174954370064,-1.363836313415965,2.5736864704154834
ASO529-551_WT_20210623,D8,ASO532_3,KQ2112_L20_6-08-6_3uM_P45,32.0587103977379,24.1350439545844,7.923666443153497,,,,-1.2672462656927692,,
ASO529-551_WT_20210623,D9,ASO532_3,KQ2112_L20_6-08-6_3uM_P45,32.0784026965021,24.2575777078409,7.8208249886612045,,,,-1.3700877201850616,,
ASO529-551_WT_20210623,D10,ASO532_3,KQ2112_L20_6-08-6_3uM_P45,32.7153668769445,25.1128849596406,7.602481917303901,,,,-1.5884307915423648,-1.9262563621014313,3.8006768391075414
ASO529-551_WT_20210623,D11,ASO532_3,KQ2112_L20_6-08-6_3uM_P45,32.3041419159532,25.1214517105039,7.182690205449301,,,,-2.008222503396965,,
ASO529-551_WT_20210623,D12,ASO532_3,KQ2112_L20_6-08-6_3uM_P45,32.2169932908776,25.2081963733963,7.008796917481302,,,,-2.1821157913649643,,
ASO529-551_WT_20210623,E1,ASO533_10,KQ2113_L20_6-08-6_10uM_P45,34.5354045554463,25.6055910874235,8.929813468022797,,,,-0.26109924082346936,-0.41387145647849977,1.3322561163438884
ASO529-551_WT_20210623,E2,ASO533_10,KQ2113_L20_6-08-6_10uM_P45,34.6583737540328,25.6512397679453,9.007133986087503,,,,-0.18377872275876328,,
ASO529-551_WT_20210623,E3,ASO533_10,KQ2113_L20_6-08-6_10uM_P45,34.082313849379,25.688137546386,8.394176302993,,,,-0.7967364058532667,,
ASO529-551_WT_20210623,E4,ASO533_10,KQ2113_L20_6-08-6_10uM_P45,33.1102805062379,24.2128707227603,8.897409783477599,,,,-0.2935029253686672,-0.2344660627129329,1.1764712480104036
ASO529-551_WT_20210623,E5,ASO533_10,KQ2113_L20_6-08-6_10uM_P45,33.0744881827993,24.1683967548987,8.906091427900598,,,,-0.2848212809456676,,
ASO529-551_WT_20210623,E6,ASO533_10,KQ2113_L20_6-08-6_10uM_P45,33.3042503506294,24.2384116236076,9.065838727021802,,,,-0.12507398182446394,,
ASO529-551_WT_20210623,E7,ASO533_3,KQ2113_L20_6-08-6_3uM_P45,33.1166168673413,24.1211645303357,8.995452337005599,,,,-0.19546037184066734,0.016892216779634595,0.9883594887194777
ASO529-551_WT_20210623,E8,ASO533_3,KQ2113_L20_6-08-6_3uM_P45,33.3498639817538,24.0708140590647,9.2790499226891,,,,0.08813721384283468,,
ASO529-551_WT_20210623,E9,ASO533_3,KQ2113_L20_6-08-6_3uM_P45,33.5527829609517,24.2038704437687,9.348912517183003,,,,0.15799980833673644,,
ASO529-551_WT_20210623,E10,ASO533_3,KQ2113_L20_6-08-6_3uM_P45,33.1565244534931,24.1998086581665,8.956715795326598,,,,-0.23419691351966776,-0.29315273625776445,1.2253150475572054
ASO529-551_WT_20210623,E11,ASO533_3,KQ2113_L20_6-08-6_3uM_P45,32.8516045753607,24.1761040923791,8.675500482981604,,,,-0.5154122258646616,,
ASO529-551_WT_20210623,E12,ASO533_3,KQ2113_L20_6-08-6_3uM_P45,33.3054063104857,24.2443426710284,9.061063639457302,,,,-0.129849069388964,,
ASO529-551_WT_20210623,F1,ASO534_10,KQ2114_L19_6-08-5_10uM_P45,32.988558697752,25.7989076189148,7.189651078837198,,,,-2.0012616300090684,-2.2412319293804353,4.728006206578171
ASO529-551_WT_20210623,F2,ASO534_10,KQ2114_L19_6-08-5_10uM_P45,32.6452176741295,25.8700693384244,6.775148335705097,,,,-2.415764373141169,,
ASO529-551_WT_20210623,F3,ASO534_10,KQ2114_L19_6-08-5_10uM_P45,32.7679545649348,25.8837116410796,6.884242923855197,,,,-2.306669784991069,,
ASO529-551_WT_20210623,F4,ASO534_10,KQ2114_L19_6-08-5_10uM_P45,33.7695028847754,24.6765268268811,9.092976057894298,,,,-0.09793665095196857,-0.5131758790807682,1.4271884837878348
ASO529-551_WT_20210623,F5,ASO534_10,KQ2114_L19_6-08-5_10uM_P45,33.1808031991301,24.6560387718469,8.524764427283195,,,,-0.6661482815630713,,
ASO529-551_WT_20210623,F6,ASO534_10,KQ2114_L19_6-08-5_10uM_P45,33.1386366718689,24.7231666677499,8.415470004119001,,,,-0.775442704727265,,
ASO529-551_WT_20210623,F7,ASO534_3,KQ2114_L19_6-08-5_3uM_P45,32.758319005173,24.6204891674784,8.1378298376946,,,,-1.0530828711516662,-3.8488503769752,14.408521281126873
ASO529-551_WT_20210623,F8,ASO534_3,KQ2114_L19_6-08-5_3uM_P45,34.4383161547483,34.8512307112644,-0.41291455651609965,,,,-9.603827265362366,,
ASO529-551_WT_20210623,F9,ASO534_3,KQ2114_L19_6-08-5_3uM_P45,32.9211093095271,24.6198375950924,8.301271714434698,,,,-0.8896409944115682,,
ASO529-551_WT_20210623,F10,ASO534_3,KQ2114_L19_6-08-5_3uM_P45,32.7203194135479,24.1970928462416,8.523226567306299,,,,-0.6676861415399671,-0.6693342549962994,1.5903389215152859
ASO529-551_WT_20210623,F11,ASO534_3,KQ2114_L19_6-08-5_3uM_P45,32.6606682110315,24.1348552904092,8.5258129206223,,,,-0.6650997882239658,,
ASO529-551_WT_20210623,F12,ASO534_3,KQ2114_L19_6-08-5_3uM_P45,32.6938261875139,24.1781303138926,8.5156958736213,,,,-0.6752168352249655,,
ASO529-551_WT_20210623,A13,ASO535_10,KQ2115_L19_6-08-5_10uM_P45,33.1394049529827,25.1590944234907,7.980310529492002,,,,-1.2106021793542645,-0.9430441269847994,1.9225806608821765
ASO529-551_WT_20210623,A14,ASO535_10,KQ2115_L19_6-08-5_10uM_P45,33.528646371515,25.1959736004847,8.332672771030303,,,,-0.8582399378159629,,
ASO529-551_WT_20210623,A15,ASO535_10,KQ2115_L19_6-08-5_10uM_P45,33.6856992823765,25.2550768373144,8.430622445062095,,,,-0.7602902637841709,,
ASO529-551_WT_20210623,A16,ASO535_10,KQ2115_L19_6-08-5_10uM_P45,33.5742430751075,24.952346060946,8.621897014161505,,,,-0.5690156946847615,-0.5502408157331319,1.4643301026205713
ASO529-551_WT_20210623,A17,ASO535_10,KQ2115_L19_6-08-5_10uM_P45,33.5074583989524,24.9591665307714,8.548291868181,,,,-0.6426208406652663,,
ASO529-551_WT_20210623,A18,ASO535_10,KQ2115_L19_6-08-5_10uM_P45,33.7244429117374,24.9726161147405,8.751826796996898,,,,-0.43908591184936796,,
ASO529-551_WT_20210623,A19,ASO535_3,KQ2115_L19_6-08-5_3uM_P45,32.5919887890396,24.0723904470611,8.519598341978497,,,,-0.6713143668677688,-0.8247212342997999,1.771192765248315
ASO529-551_WT_20210623,A20,ASO535_3,KQ2115_L19_6-08-5_3uM_P45,32.505264477055,24.0216024313791,8.4836620456759,,,,-0.7072506631703668,,
ASO529-551_WT_20210623,A21,ASO535_3,KQ2115_L19_6-08-5_3uM_P45,32.243181693037,24.147867657052,8.095314035985002,,,,-1.0955986728612643,,
ASO529-551_WT_20210623,A22,ASO535_3,KQ2115_L19_6-08-5_3uM_P45,32.8662769907968,24.3470818054291,8.5191951853677,,,,-0.6717175234785664,-0.7247618745431659,1.6526278376732826
ASO529-551_WT_20210623,A23,ASO535_3,KQ2115_L19_6-08-5_3uM_P45,32.8636917068411,24.4066089870161,8.457082719825003,,,,-0.7338299890212632,,
ASO529-551_WT_20210623,A24,ASO535_3,KQ2115_L19_6-08-5_3uM_P45,32.8660429162184,24.4438683185018,8.422174597716598,,,,-0.7687381111296681,,
ASO529-551_WT_20210623,B13,ASO536_10,KQ2116_L21_7-08-6_10uM_P45,34.9222016392964,26.3065124365751,8.615689202721295,,,,-0.5752235061249706,-0.2521182213687017,1.1909544378997006
ASO529-551_WT_20210623,B14,ASO536_10,KQ2116_L21_7-08-6_10uM_P45,35.5655668895015,26.3854767223608,9.180090167140698,,,,-0.010822541705568511,,
ASO529-551_WT_20210623,B15,ASO536_10,KQ2116_L21_7-08-6_10uM_P45,35.4612426165015,26.4406385239308,9.0206040925707,,,,-0.17030861627556604,,
ASO529-551_WT_20210623,B16,ASO536_10,KQ2116_L21_7-08-6_10uM_P45,35.1871134871398,26.3453251707535,8.841788316386296,,,,-0.34912439245997007,-0.7324841393083675,1.661497519638158
ASO529-551_WT_20210623,B17,ASO536_10,KQ2116_L21_7-08-6_10uM_P45,34.8176486466475,26.3675254301196,8.4501232165279,,,,-0.7407894923183669,,
ASO529-551_WT_20210623,B18,ASO536_10,KQ2116_L21_7-08-6_10uM_P45,34.6175872904697,26.5342131147702,8.0833741756995,,,,-1.1075385331467658,,
ASO529-551_WT_20210623,B19,ASO536_3,KQ2116_L21_7-08-6_3uM_P45,33.1092135198873,24.3726717057188,8.736541814168497,,,,-0.45437089467776914,-0.5108455514490681,1.4248850640896844
ASO529-551_WT_20210623,B20,ASO536_3,KQ2116_L21_7-08-6_3uM_P45,33.1501039807587,24.3802166213503,8.7698873594084,,,,-0.4210253494378655,,
ASO529-551_WT_20210623,B21,ASO536_3,KQ2116_L21_7-08-6_3uM_P45,33.0355889510008,24.5018166523861,8.533772298614696,,,,-0.6571404102315697,,
ASO529-551_WT_20210623,B22,ASO536_3,KQ2116_L21_7-08-6_3uM_P45,33.5237427731433,25.5572872355184,7.9664555376248956,,,,-1.2244571712213705,-1.5746285055597677,2.9785878401537573
ASO529-551_WT_20210623,B23,ASO536_3,KQ2116_L21_7-08-6_3uM_P45,32.9847340957693,25.5235271829458,7.461206912823499,,,,-1.7297057960227669,,
ASO529-551_WT_20210623,B24,ASO536_3,KQ2116_L21_7-08-6_3uM_P45,33.0881913003614,25.6670011409503,7.4211901594111005,,,,-1.7697225494351656,,
ASO529-551_WT_20210623,C13,ASO537_10,KQ2117_L19_6-08-5_10uM_P45,35.5145983380581,26.7335306125413,8.781067725516799,,,,-0.4098449833294673,-0.450597639608701,1.3666062591751627
ASO529-551_WT_20210623,C14,ASO537_10,KQ2117_L19_6-08-5_10uM_P45,35.5955341266802,26.8592506142229,8.736283512457298,,,,-0.4546291963889679,,
ASO529-551_WT_20210623,C15,ASO537_10,KQ2117_L19_6-08-5_10uM_P45,35.5429303588276,26.839336389089,8.703593969738598,,,,-0.48731873910766765,,
ASO529-551_WT_20210623,C16,ASO537_10,KQ2117_L19_6-08-5_10uM_P45,35.3933590365284,26.4202322412721,8.973126795256302,,,,-0.2177859135899638,0.05357289597523499,0.9635471060190581
ASO529-551_WT_20210623,C17,ASO537_10,KQ2117_L19_6-08-5_10uM_P45,35.9753046616352,26.3956041553339,9.5797005063013,,,,0.3887877974550342,,
ASO529-551_WT_20210623,C18,ASO537_10,KQ2117_L19_6-08-5_10uM_P45,35.6336134320808,26.4529839191739,9.1806295129069,,,,-0.010283195939365442,,
ASO529-551_WT_20210623,C19,ASO537_3,KQ2117_L19_6-08-5_3uM_P45,33.2958122470205,24.4227760800386,8.873036166981901,,,,-0.317876541864365,-0.3332013721851001,1.259805812079436
ASO529-551_WT_20210623,C20,ASO537_3,KQ2117_L19_6-08-5_3uM_P45,33.4947558722402,24.4428241587088,9.051931713531399,,,,-0.13898099531486707,,
ASO529-551_WT_20210623,C21,ASO537_3,KQ2117_L19_6-08-5_3uM_P45,33.1965967768815,24.5484306474113,8.648166129470198,,,,-0.5427465793760682,,
ASO529-551_WT_20210623,C22,ASO537_3,KQ2117_L19_6-08-5_3uM_P45,33.2967831361118,24.4418404758003,8.854942660311497,,,,-0.33597004853476875,-0.20823515967329934,1.1552740791876406
ASO529-551_WT_20210623,C23,ASO537_3,KQ2117_L19_6-08-5_3uM_P45,33.6062271103332,24.4967932913194,9.109433819013802,,,,-0.08147888983246432,,
ASO529-551_WT_20210623,C24,ASO537_3,KQ2117_L19_6-08-5_3uM_P45,33.5538645089537,24.5702083407601,8.983656168193601,,,,-0.20725654065266497,,
ASO529-551_WT_20210623,D13,ASO538_10,KQ2118_L19_6-08-5_10uM_P45,35.8628642593916,25.555570405401,10.3072938539906,,,,1.1163811451443344,0.5184361866802334,0.6981281611597556
ASO529-551_WT_20210623,D14,ASO538_10,KQ2118_L19_6-08-5_10uM_P45,34.7001340915985,25.6013668323173,9.0987672592812,,,,-0.09214544956506643,,
ASO529-551_WT_20210623,D15,ASO538_10,KQ2118_L19_6-08-5_10uM_P45,35.3862273698281,25.6642417965204,9.721985573307698,,,,0.5310728644614322,,
ASO529-551_WT_20210623,D16,ASO538_10,KQ2118_L19_6-08-5_10uM_P45,35.0766134692367,25.8187710432597,9.257842425976996,,,,0.06692971713072993,0.24479734501763417,0.8439343350321463
ASO529-551_WT_20210623,D17,ASO538_10,KQ2118_L19_6-08-5_10uM_P45,35.0499129913836,25.731065128298,9.318847863085601,,,,0.127935154239335,,
ASO529-551_WT_20210623,D18,ASO538_10,KQ2118_L19_6-08-5_10uM_P45,35.600217312281,25.8697774397519,9.730439872529104,,,,0.5395271636828376,,
ASO529-551_WT_20210623,D19,ASO538_3,KQ2118_L19_6-08-5_3uM_P45,33.2025370996357,24.1435919991863,9.0589451004494,,,,-0.1319676083968666,-0.34718996567429866,1.2720804958617653
ASO529-551_WT_20210623,D20,ASO538_3,KQ2118_L19_6-08-5_3uM_P45,32.7038553541102,24.089129767129698,8.614725586980505,,,,-0.576187121865761,,
ASO529-551_WT_20210623,D21,ASO538_3,KQ2118_L19_6-08-5_3uM_P45,33.0565941295109,24.1990965874249,8.857497542085998,,,,-0.3334151667602683,,
ASO529-551_WT_20210623,D22,ASO538_3,KQ2118_L19_6-08-5_3uM_P45,33.3478197125065,23.8594266397783,9.4883930727282,,,,0.29748036388193455,0.4045255931458307,0.7554846808183305
ASO529-551_WT_20210623,D23,ASO538_3,KQ2118_L19_6-08-5_3uM_P45,33.2268086908343,23.8598339422,9.366974748634295,,,,0.1760620397880288,,
ASO529-551_WT_20210623,D24,ASO538_3,KQ2118_L19_6-08-5_3uM_P45,33.8906923410097,23.9597452563959,9.930947084613795,,,,0.7400343757675287,,
