SampleName,ASO Microsynth ID,Test plate #,MT Avg Exp,WT Avg Exp,Tier
ASO172_10,KQ276_10,15.0,0.7807669852022986,0.6760628910447158,070060
ASO230_10,KQ1001_L20_5-10-5_10uM_P20,20.0,0.7484934520058792,0.6382133498867124,070060
ASO451_10,KQ2031_L18_4-10-4_10uM_P38,38.0,0.7096124614751602,0.6670823350860515,070060
ASO526_10,KQ2106_L21_7-08-6_10uM_P44,44.0,0.7138874106757677,0.6961092879280706,070060
ASO85_10,KQ414_10,8.0,0.7215698239212057,0.6022792232868835,070060
ASO114_10,KQ429_10,10.0,0.7699731834835079,0.7361611068791966,070070
ASO116_10,KQ427_10,10.0,0.76860744351606,0.7061255091694619,070070
ASO241_10,KQ1004_L20_5-10-5_10uM_P21,21.0,0.7117112404908857,0.7197609029136113,070070
ASO335_10,KQJM081_L17_5-08-4_10uM_P28,28.0,0.7494737497703472,0.795602284200252,070070
ASO400_10,KQJM145_L18_4-10-4_10uM_P34,34.0,0.7223474403106788,0.7270295967689567,070070
ASO58_10,KQ813_10,5.0,0.7641946785003642,0.7629083062838964,070070
ASO86_10,KQ413_10,8.0,0.7391382400684993,0.7041007195752744,070070
ASO318_10,KQJM057_L19_6-08-5_10uM_P27,27.0,0.7792014548391807,0.8694035293138745,070080
ASO99_10,KQ306_10,9.0,0.7672794849149478,0.8136094110829512,070080
ASO202_10,KQ485_10,17.0,0.7813160641823549,0.9164809285866484,070090
ASO322_10,KQJM061_L18_4-10-4_10uM_P27,27.0,0.7033074978335608,0.9431239512229235,070090
ASO357_10,KQJM158_L18_5-08-5_10uM_P30,30.0,0.7957062117144871,0.9048394469956894,070090
ASO134_10,KQ450_10,12.0,0.7376762837280516,1.0157383351877924,070100
ASO410_10,KQJM163_L19_5-10-4_10uM_P35,35.0,0.7792531886044901,1.188542518623024,070100
ASO541_10,KQ2121_L21_7-08-6_10uM_P46,46.0,0.7233528820010989,1.088656296237192,070100
ASO33_10,KQ907_10,3.0,0.8474132519246186,0.3786566521744379,080030
ASO225_10,KQ017_L20_5-10-5_10uM_P19,19.0,0.8134986944935614,0.6745880168498458,080060
ASO470_10,KQ2050_L20_6-08-6_10uM_P40,40.0,0.82362311933358,0.6962333788836559,080060
ASO453_10,KQ2033_L21_6-10-5_10uM_P38,38.0,0.8924630871574352,0.7679802293485777,080070
ASO177_10,KQ472_10,15.0,0.8332884992436446,0.8633829239538571,080080
ASO286_10,KQJM127_L18_4-10-4_10uM_P24,24.0,0.8338267515466932,0.8272007856964648,080080
ASO91_10,KQ935_10,8.0,0.8564771683068244,0.84898257297849,080080
ASO133_10,KQ987_10,12.0,0.8535384040803629,0.953227099049963,080090
ASO275_10,KQJM018_L17_5-08-4_10uM_P23,23.0,0.8923918932894881,0.9990121172013707,080090
ASO498_10,KQ2078_L20_6-08-6_10uM_P42,42.0,0.8801063572219285,0.9441137669196972,080090
ASO517_10,KQ2097_L19_6-08-5_10uM_P44,44.0,0.8373972637600219,0.9050251358124796,080090
ASO77_10,KQ405_10,7.0,0.8518161848190472,0.9265445869490988,080090
ASO113_10,KQ984_10,10.0,0.8620770018525303,1.0222363370319174,080100
ASO135_10,KQ449_10,12.0,0.8605495877106772,1.0142635104383502,080100
ASO156_10,KQ294_10,13.0,0.8976564011281853,1.2279292043881893,080100
ASO23_10,KQ391_10,2.0,0.8034417587465414,1.0534579885748367,080100
ASO433_10,KQ2013_L21_6-10-5_10uM_P37,37.0,0.817414483210649,1.7720980933276558,080100
ASO436_10,KQ2016_L21_6-10-5_10uM_P37,37.0,0.829477555481536,1.4713378123702678,080100
ASO518_10,KQ2098_L21_7-08-6_10uM_P44,44.0,0.8390184845867587,1.1014430284273489,080100
ASO522_10,KQ2102_L21_7-08-6_10uM_P44,44.0,0.8170065551767647,1.3065358475853035,080100
ASO545_10,KQ2125_L18_5-08-5_10uM_P46,46.0,0.8630262390778892,1.001012168869925,080100
ASO469_10,KQ2049_L21_7-08-6_10uM_P40,40.0,0.9287548962916082,0.6934709389809908,090060
ASO138_10,KQ291_10,12.0,0.9235419461946477,0.7499849647970628,090070
ASO76_10,KQ406_10,7.0,0.9299852038429095,0.7666497620954246,090070
ASO123_10,KQ435_10,11.0,0.9215947814896067,0.8653863289265233,090080
ASO126_10,KQ289_10,11.0,0.9819702475905031,0.8660168963254266,090080
ASO111_10,KQ419_10,10.0,0.9554840647549998,0.9993430001046786,090090
ASO211_10,KQ998_10,18.0,0.9774857059927772,0.9669028077221188,090090
ASO319_10,KQJM058_L17_4-10-3_10uM_P27,27.0,0.904507897807583,0.9527244263600728,090090
ASO447_10,KQ2027_L21_6-10-5_10uM_P38,38.0,0.9954379402419572,0.9586758744806204,090090
ASO547_10,KQ2127_L18_5-08-5_10uM_P46,46.0,0.9722548541958766,0.991204419842523,090090
ASO191_10,KQ477_10,16.0,0.9490431985510563,1.3265702977661114,090100
ASO229_10,KQ1002_L20_5-10-5_10uM_P20,20.0,0.9339952715734041,1.1154928377501292,090100
ASO287_10,KQJM128_L19_5-10-4_10uM_P24,24.0,0.9795402720329571,1.035170780386152,090100
ASO292_10,KQJM032_L21_6-10-5_10uM_P25,25.0,0.9490485654560779,1.0070864516739015,090100
ASO397_10,KQJM142_L18_5-08-5_10uM_P34,34.0,0.926541664966711,1.001042221241349,090100
ASO524_10,KQ2104_L20_6-08-6_10uM_P44,44.0,0.9669785587945396,1.27230329279687,090100
ASO548_10,KQ2128_L18_5-08-5_10uM_P46,46.0,0.9828492044421372,1.2327412356605398,090100
ASO178_10,KQ471_10,15.0,1.4571785905496155,0.8072849011866379,100080
ASO20_10,KQ394_10,2.0,1.0725928279912214,0.9919845411688487,100090
ASO36_10,KQ904_10,3.0,1.0404399655581138,0.9108303796594136,100090
ASO474_10,KQ2054_L21_7-08-6_10uM_P40,40.0,1.0078201012282266,0.9201819080149068,100090
ASO540_10,KQ2120_L20_6-08-6_10uM_P45,45.0,1.2062716218248188,0.9979983916955117,100090
ASO57_10,KQ814_10,5.0,1.1286642553098367,0.9602139962723072,100090
ASO108_10,KQ422_10,9.0,2.6039259567921826,1.354936934284699,100100
ASO124_10,KQ434_10,11.0,1.6463211859047584,1.3284437490244634,100100
ASO125_10,KQ433_10,11.0,1.3992839266172783,1.4640405766226066,100100
ASO128_10,KQ443_10,11.0,4.999552528405106,145.59424470367392,100100
ASO129_10,KQ442_10,11.0,2.2807515704778685,2.0807091588509947,100100
ASO131_10,KQ440_10,11.0,90.33361865853182,98.1246360627894,100100
ASO132_10,KQ290_10,11.0,1.4369251808404446,144.05632844951387,100100
ASO137_10,KQ447_10,12.0,1.7131391814402204,1.2556033429212625,100100
ASO159_10,KQ952_10,14.0,2.7466156908045796,2.220011823480504,100100
ASO160_10,KQ951_10,14.0,2.221352194485148,1.476359501171997,100100
ASO161_10,KQ950_10,14.0,1.9067751012388074,2.0337197829555556,100100
ASO162_10,KQ949_10,14.0,2.1512801389757654,2.3539750432853572,100100
ASO179_10,KQ470_10,15.0,1.8307466433751245,1.2123757210507289,100100
ASO180_10,KQ295_10,15.0,1.1047767386746914,1.1037038131468102,100100
ASO182_10,KQ355_10,16.0,3.2091163732781856,3.2861546146064224,100100
ASO183_10,KQ354_10,16.0,1.1279278741868046,1.5587457393124822,100100
ASO190_10,KQ478_10,16.0,1.1145198596497963,1.4451042973107253,100100
ASO226_10,KQ018_L20_5-10-5_10uM_P19,19.0,1.0530449716736017,1.0747411502898314,100100
ASO22_10,KQ392_10,2.0,1.2235252887565309,1.393993532504192,100100
ASO240_10,KQ517_L20_5-10-5_10uM_P20,20.0,1.9180651367811568,1.6462482963083833,100100
ASO247_10,KQ963_L20_5-10-5_10uM_P21,21.0,1.679196168472714,1.6491459637031411,100100
ASO248_10,KQ964_L20_5-10-5_10uM_P21,21.0,1.6202769817853213,1.355568991249185,100100
ASO252_10,KQ968_L20_5-10-5_10uM_P21,21.0,1.3206916044702617,1.3379792273513622,100100
ASO264_10,KQJM117_L17_5-08-4_10uM_P22,22.0,1.0651640292674185,1.1232272591954706,100100
ASO309_10,KQJM051_L19_6-08-5_10uM_P26,26.0,1.5757149008006077,1.6101428946732554,100100
ASO310_10,KQJM181_L17_4-10-3_10uM_P26,26.0,2.2159893695216413,1.6152843683232374,100100
ASO311_10,KQJM182_L18_4-10-4_10uM_P26,26.0,2.1894412420240026,1.5745818300115217,100100
ASO314_10,KQJM053_L17_5-08-4_10uM_P27,27.0,1.6092952563133955,1.7512020784469682,100100
ASO321_10,KQJM060_L18_4-10-4_10uM_P27,27.0,1.2295911080970645,1.2924140153878907,100100
ASO323_10,KQJM062_L19_5-10-4_10uM_P27,27.0,1.3188956098222546,1.7103834320251088,100100
ASO34_10,KQ906_10,3.0,1.0366211501765095,1.1750728724038784,100100
ASO35_10,KQ905_10,3.0,1.4010695372242234,1.429697736895135,100100
ASO415_10,KQJM168_L19_5-10-4_10uM_P35,35.0,1.2434617635306133,1.3716584099967293,100100
ASO435_10,KQ2015_L21_6-10-5_10uM_P37,37.0,1.5166198419035082,2.4782590555342465,100100
ASO43_10,KQ253_10,4.0,2.930495456501725,4.875177788692237,100100
ASO450_10,KQ2030_L19_5-10-4_10uM_P38,38.0,1.1072591055602778,1.2364318042355997,100100
ASO452_10,KQ2032_L21_6-10-5_10uM_P38,38.0,1.0768988737807217,1.2288150703068668,100100
ASO454_10,KQ2034_L18_4-10-4_10uM_P38,38.0,1.1605532283097737,1.0631510515453884,100100
ASO456_10,KQ2036_L20_5-10-5_10uM_P38,38.0,1.9308884216892268,1.6792015866693308,100100
ASO45_10,KQJM001_10,4.0,1.6145125549367467,1.7183008514975437,100100
ASO472_10,KQ2052_L21_7-08-6_10uM_P40,40.0,2.0643056489727996,1.7309766252121908,100100
ASO494_10,KQ2074_L21_7-08-6_10uM_P42,42.0,1.2356656638000068,1.1926135369004989,100100
ASO504_10,KQ2084_L20_6-08-6_10uM_P42,42.0,1.0566660592927282,1.8648405122520337,100100
ASO51_10,KQ914_10,5.0,1.4267637464709797,1.478096234593691,100100
ASO529_10,KQ2109_L20_6-08-6_10uM_P45,45.0,1.024912562295492,1.4483826538157594,100100
ASO52_10,KQ828_10,5.0,1.4088585095191746,1.5804423430769352,100100
ASO531_10,KQ2111_L20_6-08-6_10uM_P45,45.0,1.2009267585105838,1.9265530982795258,100100
ASO536_10,KQ2116_L21_7-08-6_10uM_P45,45.0,1.237763873213924,1.4537319293335684,100100
ASO539_10,KQ2119_L19_6-08-5_10uM_P45,45.0,4.060545925373187,5.199479577808258,100100
ASO53_10,KQ913_10,5.0,2.17624115168254,2.4466059593219693,100100
ASO544_10,KQ2124_L18_5-08-5_10uM_P46,46.0,1.0739216758400978,1.1289021464799411,100100
ASO74_10,KQ408_10,7.0,1.410975029778709,1.0591017995581622,100100
ASO78_10,KQ285_10,7.0,1.9544437457342525,1.8918637315815445,100100
