Experiment Name,Position,SampleName,ASO Microsynth ID,Target SNP ID,CrossingPoint,CrossingPoint.1,dCt,dCt Avg,Avg,SD,ddCt,Avg_ddCt,Exp
Rd2.1.3_P1+2_MT_20210730,D17,KQ106_10_P2.1-1,KQ106_L20_5-10-5_10uM_P2.1-1,H228R_cDNA,32.24537448,23.97944197,8.265932516,,,,1.020130031,,
Rd2.1.3_P1+2_MT_20210730,D18,KQ106_10_P2.1-1,KQ106_L20_5-10-5_10uM_P2.1-1,H228R_cDNA,32.11307738,24.05415022,8.058927162,,,,0.813124677,,
Rd2.1.3_P1+2_MT_20210730,C4,KQ242_10_P2.1-1,KQ242_L20_5-10-5_10uM_P2.1-1,rs199890410,30.45509493,22.81032767,7.644767261,,,,0.398964776,0.327094709,0.797140145
Rd2.1.3_P1+2_MT_20210730,C5,KQ242_10_P2.1-1,KQ242_L20_5-10-5_10uM_P2.1-1,rs199890410,30.307276,22.84462337,7.462652624,,,,0.216850139,,
Rd2.1.3_P1+2_MT_20210730,C6,KQ242_10_P2.1-1,KQ242_L20_5-10-5_10uM_P2.1-1,rs199890410,30.46200384,22.85073215,7.611271696,,,,0.365469212,,
Rd2.1.3_P1+2_MT_20210730,C16,KQ242_10_P2.1-1,KQ242_L20_5-10-5_10uM_P2.1-1,rs199890410,30.45794091,22.88545113,7.572489783,,,,0.326687298,0.297518976,0.813650441
Rd2.1.3_P1+2_MT_20210730,C17,KQ242_10_P2.1-1,KQ242_L20_5-10-5_10uM_P2.1-1,rs199890410,30.44511438,22.91323111,7.531883279,,,,0.286080794,,
Rd2.1.3_P1+2_MT_20210730,C18,KQ242_10_P2.1-1,KQ242_L20_5-10-5_10uM_P2.1-1,rs199890410,30.45547759,22.92988627,7.525591319,,,,0.279788835,,
Rd2.1.3_P1+2_MT_20210730,A10,KQ243_10_P2.1-1,KQ243_L20_5-10-5_10uM_P2.1-1,rs199890410,30.80816931,23.48236033,7.325808974,,,,0.080006489,0.164127279,0.892468232
Rd2.1.3_P1+2_MT_20210730,A11,KQ243_10_P2.1-1,KQ243_L20_5-10-5_10uM_P2.1-1,rs199890410,31.01637175,23.5307678,7.485603951,,,,0.239801467,,
Rd2.1.3_P1+2_MT_20210730,A12,KQ243_10_P2.1-1,KQ243_L20_5-10-5_10uM_P2.1-1,rs199890410,30.98850807,23.57013171,7.418376366,,,,0.172573881,,
Rd2.1.3_P1+2_MT_20210730,A22,KQ243_10_P2.1-1,KQ243_L20_5-10-5_10uM_P2.1-1,rs199890410,32.19679434,24.24701168,7.949782663,,,,0.703980178,0.554272618,0.68100032
Rd2.1.3_P1+2_MT_20210730,A23,KQ243_10_P2.1-1,KQ243_L20_5-10-5_10uM_P2.1-1,rs199890410,31.76788101,24.28184918,7.486031834,,,,0.240229349,,
Rd2.1.3_P1+2_MT_20210730,A24,KQ243_10_P2.1-1,KQ243_L20_5-10-5_10uM_P2.1-1,rs199890410,32.26258918,24.29817837,7.964410812,,,,0.718608327,,
Rd2.1.3_P1+2_MT_20210730,F7,KQ244_10_P2.1-1,KQ244_L20_5-10-5_10uM_P2.1-1,rs199890410,30.63786833,23.0277489,7.610119432,,,,0.364316947,0.327636665,0.796840751
Rd2.1.3_P1+2_MT_20210730,F8,KQ244_10_P2.1-1,KQ244_L20_5-10-5_10uM_P2.1-1,rs199890410,30.82559864,23.18856532,7.637033315,,,,0.391230831,,
Rd2.1.3_P1+2_MT_20210730,F9,KQ244_10_P2.1-1,KQ244_L20_5-10-5_10uM_P2.1-1,rs199890410,30.7442507,23.27108599,7.473164702,,,,0.227362218,,
Rd2.1.3_P1+2_MT_20210730,F19,KQ244_10_P2.1-1,KQ244_L20_5-10-5_10uM_P2.1-1,rs199890410,31.07580138,23.57102485,7.504776528,,,,0.258974043,0.187636867,0.878042778
Rd2.1.3_P1+2_MT_20210730,F20,KQ244_10_P2.1-1,KQ244_L20_5-10-5_10uM_P2.1-1,rs199890410,31.09186533,23.63319571,7.458669627,,,,0.212867142,,
Rd2.1.3_P1+2_MT_20210730,F21,KQ244_10_P2.1-1,KQ244_L20_5-10-5_10uM_P2.1-1,rs199890410,31.03187312,23.69500122,7.336871899,,,,0.091069414,,
Rd2.1.3_P1+2_MT_20210730,B7,KQ245_10_P2.1-1,KQ245_L20_5-10-5_10uM_P2.1-1,rs139851880,30.80656185,23.02863169,7.777930153,,,,0.532127668,0.464697678,0.724622909
Rd2.1.3_P1+2_MT_20210730,B8,KQ245_10_P2.1-1,KQ245_L20_5-10-5_10uM_P2.1-1,rs139851880,30.73737412,23.07989523,7.657478893,,,,0.411676409,,
Rd2.1.3_P1+2_MT_20210730,B9,KQ245_10_P2.1-1,KQ245_L20_5-10-5_10uM_P2.1-1,rs139851880,30.81736168,23.12127023,7.696091442,,,,0.450288958,,
Rd2.1.3_P1+2_MT_20210730,B19,KQ245_10_P2.1-1,KQ245_L20_5-10-5_10uM_P2.1-1,rs139851880,31.80831301,23.79017061,8.018142402,,,,0.772339917,0.686309553,0.62144148
Rd2.1.3_P1+2_MT_20210730,B20,KQ245_10_P2.1-1,KQ245_L20_5-10-5_10uM_P2.1-1,rs139851880,31.74602116,23.84321079,7.902810372,,,,0.657007888,,
Rd2.1.3_P1+2_MT_20210730,B21,KQ245_10_P2.1-1,KQ245_L20_5-10-5_10uM_P2.1-1,rs139851880,31.80455961,23.92917627,7.87538334,,,,0.629580855,,
Rd2.1.3_P1+2_MT_20210730,E4,KQ257_10_P2.1-1,KQ257_L20_5-10-5_10uM_P2.1-1,rs72404019,32.21741344,23.54231881,8.675094629,,,,1.429292145,1.44710464,0.366756734
Rd2.1.3_P1+2_MT_20210730,E5,KQ257_10_P2.1-1,KQ257_L20_5-10-5_10uM_P2.1-1,rs72404019,32.18673645,23.55684431,8.62989214,,,,1.384089656,,
Rd2.1.3_P1+2_MT_20210730,E6,KQ257_10_P2.1-1,KQ257_L20_5-10-5_10uM_P2.1-1,rs72404019,32.37015502,23.59642041,8.773734606,,,,1.527932121,,
Rd2.1.3_P1+2_MT_20210730,E16,KQ257_10_P2.1-1,KQ257_L20_5-10-5_10uM_P2.1-1,rs72404019,31.97247623,24.26199838,7.710477851,,,,0.464675366,0.563736261,0.676547784
Rd2.1.3_P1+2_MT_20210730,E17,KQ257_10_P2.1-1,KQ257_L20_5-10-5_10uM_P2.1-1,rs72404019,32.11561682,24.41587405,7.69974277,,,,0.453940285,,
Rd2.1.3_P1+2_MT_20210730,E18,KQ257_10_P2.1-1,KQ257_L20_5-10-5_10uM_P2.1-1,rs72404019,32.80708881,24.7886932,8.018395616,,,,0.772593131,,
Rd2.1.3_P1+2_MT_20210730,E1,KQ258_10_P2.1-1,KQ258_L20_5-10-5_10uM_P2.1-1,rs72404019,32.04174502,23.35231977,8.689425249,,,,1.443622764,1.441297441,0.368235994
Rd2.1.3_P1+2_MT_20210730,E2,KQ258_10_P2.1-1,KQ258_L20_5-10-5_10uM_P2.1-1,rs72404019,32.21951901,23.43280629,8.786712717,,,,1.540910232,,
Rd2.1.3_P1+2_MT_20210730,E3,KQ258_10_P2.1-1,KQ258_L20_5-10-5_10uM_P2.1-1,rs72404019,32.07990816,23.49474635,8.585161811,,,,1.339359327,,
Rd2.1.3_P1+2_MT_20210730,E13,KQ258_10_P2.1-1,KQ258_L20_5-10-5_10uM_P2.1-1,rs72404019,32.73139664,23.92962952,8.801767125,,,,1.55596464,1.422385261,0.37309495
Rd2.1.3_P1+2_MT_20210730,E14,KQ258_10_P2.1-1,KQ258_L20_5-10-5_10uM_P2.1-1,rs72404019,32.58457252,24.02092919,8.563643331,,,,1.317840847,,
Rd2.1.3_P1+2_MT_20210730,E15,KQ258_10_P2.1-1,KQ258_L20_5-10-5_10uM_P2.1-1,rs72404019,32.66547921,24.02632643,8.639152779,,,,1.393350295,,
Rd2.1.3_P1+2_MT_20210730,C1,KQ280_10_P2.1-1,KQ280_L20_5-10-5_10uM_P2.1-1,rs8113956,32.17078743,23.19424107,8.976546359,,,,1.730743874,1.738535653,0.299673693
Rd2.1.3_P1+2_MT_20210730,C2,KQ280_10_P2.1-1,KQ280_L20_5-10-5_10uM_P2.1-1,rs8113956,32.2680896,23.2360001,9.032089504,,,,1.78628702,,
Rd2.1.3_P1+2_MT_20210730,C3,KQ280_10_P2.1-1,KQ280_L20_5-10-5_10uM_P2.1-1,rs8113956,32.23659419,23.29221564,8.94437855,,,,1.698576065,,
Rd2.1.3_P1+2_MT_20210730,C13,KQ280_10_P2.1-1,KQ280_L20_5-10-5_10uM_P2.1-1,rs8113956,32.59845198,23.54182989,9.056622083,,,,1.810819598,1.633185352,0.322375642
Rd2.1.3_P1+2_MT_20210730,C14,KQ280_10_P2.1-1,KQ280_L20_5-10-5_10uM_P2.1-1,rs8113956,32.31793443,23.6208194,8.697115028,,,,1.451312544,,
Rd2.1.3_P1+2_MT_20210730,C15,KQ280_10_P2.1-1,KQ280_L20_5-10-5_10uM_P2.1-1,rs8113956,32.51944712,23.63622072,8.883226399,,,,1.637423914,,
Rd2.1.3_P1+2_MT_20210730,B10,KQ304_10_P2.1-1,KQ304_L20_5-10-5_10uM_P2.1-1,rs199890410,30.79546848,23.09961193,7.695856548,,,,0.450054063,0.453026038,0.730509005
Rd2.1.3_P1+2_MT_20210730,B11,KQ304_10_P2.1-1,KQ304_L20_5-10-5_10uM_P2.1-1,rs199890410,30.8058075,23.14065023,7.665157267,,,,0.419354782,,
Rd2.1.3_P1+2_MT_20210730,B12,KQ304_10_P2.1-1,KQ304_L20_5-10-5_10uM_P2.1-1,rs199890410,30.88698694,23.15151518,7.735471753,,,,0.489669268,,
Rd2.1.3_P1+2_MT_20210730,B22,KQ304_10_P2.1-1,KQ304_L20_5-10-5_10uM_P2.1-1,rs199890410,31.20052724,23.57995052,7.620576722,,,,0.374774238,0.388966946,0.763676246
Rd2.1.3_P1+2_MT_20210730,B23,KQ304_10_P2.1-1,KQ304_L20_5-10-5_10uM_P2.1-1,rs199890410,31.29227618,23.57556651,7.716709665,,,,0.470907181,,
Rd2.1.3_P1+2_MT_20210730,B24,KQ304_10_P2.1-1,KQ304_L20_5-10-5_10uM_P2.1-1,rs199890410,31.20229893,23.63527703,7.567021904,,,,0.321219419,,
Rd2.1.3_P1+2_MT_20210730,E7,KQ305_10_P2.1-1,KQ305_L20_5-10-5_10uM_P2.1-1,rs139851880,30.47673877,23.04041696,7.436321804,,,,0.190519319,0.224884344,0.855663619
Rd2.1.3_P1+2_MT_20210730,E8,KQ305_10_P2.1-1,KQ305_L20_5-10-5_10uM_P2.1-1,rs139851880,30.60842638,23.07578134,7.532645043,,,,0.286842558,,
Rd2.1.3_P1+2_MT_20210730,E9,KQ305_10_P2.1-1,KQ305_L20_5-10-5_10uM_P2.1-1,rs139851880,30.56034217,23.11724853,7.443093639,,,,0.197291154,,
Rd2.1.3_P1+2_MT_20210730,E19,KQ305_10_P2.1-1,KQ305_L20_5-10-5_10uM_P2.1-1,rs139851880,31.34162338,24.26823202,7.073391365,,,,-0.17241112,-0.546188939,1.460223232
Rd2.1.3_P1+2_MT_20210730,E20,KQ305_10_P2.1-1,KQ305_L20_5-10-5_10uM_P2.1-1,rs139851880,30.99335284,24.58457964,6.408773206,,,,-0.837029278,,
Rd2.1.3_P1+2_MT_20210730,E21,KQ305_10_P2.1-1,KQ305_L20_5-10-5_10uM_P2.1-1,rs139851880,31.55138399,24.93470793,6.616676067,,,,-0.629126418,,
Rd2.1.3_P1+2_MT_20210730,B4,KQ306_10_P2.1-1,KQ306_L20_5-10-5_10uM_P2.1-1,rs139851880,30.44938531,22.86736139,7.582023918,,,,0.336221434,0.336410482,0.792009433
Rd2.1.3_P1+2_MT_20210730,B5,KQ306_10_P2.1-1,KQ306_L20_5-10-5_10uM_P2.1-1,rs139851880,30.5416673,22.89935811,7.642309189,,,,0.396506704,,
Rd2.1.3_P1+2_MT_20210730,B6,KQ306_10_P2.1-1,KQ306_L20_5-10-5_10uM_P2.1-1,rs139851880,30.53900296,23.01669717,7.522305793,,,,0.276503309,,
Rd2.1.3_P1+2_MT_20210730,B16,KQ306_10_P2.1-1,KQ306_L20_5-10-5_10uM_P2.1-1,rs139851880,30.93581056,23.29379977,7.642010794,,,,0.396208309,0.371011533,0.773240156
Rd2.1.3_P1+2_MT_20210730,B17,KQ306_10_P2.1-1,KQ306_L20_5-10-5_10uM_P2.1-1,rs139851880,30.98317614,23.31957636,7.663599788,,,,0.417797304,,
Rd2.1.3_P1+2_MT_20210730,B18,KQ306_10_P2.1-1,KQ306_L20_5-10-5_10uM_P2.1-1,rs139851880,30.90656792,23.36173645,7.544831472,,,,0.299028987,,
Rd2.1.3_P1+2_MT_20210730,A7,KQ331_10_P2.1-1,KQ331_L20_5-10-5_10uM_P2.1-1,rs72404019,31.68528043,23.52133222,8.163948212,,,,0.918145728,0.906642449,0.533425076
Rd2.1.3_P1+2_MT_20210730,A8,KQ331_10_P2.1-1,KQ331_L20_5-10-5_10uM_P2.1-1,rs72404019,31.67272672,23.57475042,8.097976298,,,,0.852173813,,
Rd2.1.3_P1+2_MT_20210730,A9,KQ331_10_P2.1-1,KQ331_L20_5-10-5_10uM_P2.1-1,rs72404019,31.82187461,23.62646431,8.195410291,,,,0.949607806,,
Rd2.1.3_P1+2_MT_20210730,A19,KQ331_10_P2.1-1,KQ331_L20_5-10-5_10uM_P2.1-1,rs72404019,32.20104449,23.92857949,8.272465003,,,,1.026662519,1.079475731,0.473200751
Rd2.1.3_P1+2_MT_20210730,A20,KQ331_10_P2.1-1,KQ331_L20_5-10-5_10uM_P2.1-1,rs72404019,32.09593232,23.96142615,8.134506168,,,,0.888703683,,
Rd2.1.3_P1+2_MT_20210730,A21,KQ331_10_P2.1-1,KQ331_L20_5-10-5_10uM_P2.1-1,rs72404019,32.5500839,23.98122042,8.568863475,,,,1.323060991,,
Rd2.1.3_P1+2_MT_20210730,F1,KQ332_10_P2.1-1,KQ332_L20_5-10-5_10uM_P2.1-1,rs72404019,32.68513484,23.53149555,9.153639287,,,,1.907836802,1.836675725,0.279966143
Rd2.1.3_P1+2_MT_20210730,F2,KQ332_10_P2.1-1,KQ332_L20_5-10-5_10uM_P2.1-1,rs72404019,32.56033002,23.56247675,8.997853271,,,,1.752050787,,
Rd2.1.3_P1+2_MT_20210730,F3,KQ332_10_P2.1-1,KQ332_L20_5-10-5_10uM_P2.1-1,rs72404019,32.63380629,23.53786422,9.09594207,,,,1.850139585,,
Rd2.1.3_P1+2_MT_20210730,F13,KQ332_10_P2.1-1,KQ332_L20_5-10-5_10uM_P2.1-1,rs72404019,31.80165541,23.01562848,8.78602693,,,,1.540224446,1.54390003,0.342957086
Rd2.1.3_P1+2_MT_20210730,F14,KQ332_10_P2.1-1,KQ332_L20_5-10-5_10uM_P2.1-1,rs72404019,31.81222795,23.04751061,8.764717336,,,,1.518914852,,
Rd2.1.3_P1+2_MT_20210730,F15,KQ332_10_P2.1-1,KQ332_L20_5-10-5_10uM_P2.1-1,rs72404019,31.93872348,23.1203602,8.818363278,,,,1.572560794,,
Rd2.1.3_P1+2_MT_20210730,D1,KQ371_10_P2.1-1,KQ371_L20_5-10-5_10uM_P2.1-1,rs8113956,33.47818355,23.42983789,10.04834566,,,,2.802543174,2.801526817,0.143435415
Rd2.1.3_P1+2_MT_20210730,D2,KQ371_10_P2.1-1,KQ371_L20_5-10-5_10uM_P2.1-1,rs8113956,33.46476051,23.55555291,9.9092076,,,,2.663405116,,
Rd2.1.3_P1+2_MT_20210730,D3,KQ371_10_P2.1-1,KQ371_L20_5-10-5_10uM_P2.1-1,rs8113956,33.73873004,23.5542954,10.18443465,,,,2.938632161,,
Rd2.1.3_P1+2_MT_20210730,D13,KQ371_10_P2.1-1,KQ371_L20_5-10-5_10uM_P2.1-1,rs8113956,33.01837965,23.65216548,9.366214174,,,,2.120411689,2.182723799,0.220259508
Rd2.1.3_P1+2_MT_20210730,D14,KQ371_10_P2.1-1,KQ371_L20_5-10-5_10uM_P2.1-1,rs8113956,33.35116013,23.64251386,9.708646266,,,,2.462843781,,
Rd2.1.3_P1+2_MT_20210730,D15,KQ371_10_P2.1-1,KQ371_L20_5-10-5_10uM_P2.1-1,rs8113956,32.95417928,23.74346087,9.210718412,,,,1.964915927,,
Rd2.1.3_P1+2_MT_20210730,B1,KQ372_10_P2.1-1,KQ372_L20_5-10-5_10uM_P2.1-1,rs8113956,32.61151376,23.14341356,9.468100204,,,,2.222297719,2.159586855,0.223820354
Rd2.1.3_P1+2_MT_20210730,B2,KQ372_10_P2.1-1,KQ372_L20_5-10-5_10uM_P2.1-1,rs8113956,32.60653683,23.17267692,9.433859906,,,,2.188057422,,
Rd2.1.3_P1+2_MT_20210730,B3,KQ372_10_P2.1-1,KQ372_L20_5-10-5_10uM_P2.1-1,rs8113956,32.46020092,23.14599302,9.314207908,,,,2.068405424,,
Rd2.1.3_P1+2_MT_20210730,B13,KQ372_10_P2.1-1,KQ372_L20_5-10-5_10uM_P2.1-1,rs8113956,32.73806198,23.57858876,9.15947322,,,,1.913670735,2.152778751,0.224879062
Rd2.1.3_P1+2_MT_20210730,B14,KQ372_10_P2.1-1,KQ372_L20_5-10-5_10uM_P2.1-1,rs8113956,33.29895213,23.65690392,9.642048212,,,,2.396245727,,
Rd2.1.3_P1+2_MT_20210730,B15,KQ372_10_P2.1-1,KQ372_L20_5-10-5_10uM_P2.1-1,rs8113956,33.11284952,23.71862725,9.394222276,,,,2.148419791,,
Rd2.1.3_P1+2_MT_20210730,A1,KQ373_10_P2.1-1,KQ373_L20_5-10-5_10uM_P2.1-1,rs8113956,34.20020578,23.81643561,10.38377017,,,,3.137967684,3.035179707,0.121988774
Rd2.1.3_P1+2_MT_20210730,A2,KQ373_10_P2.1-1,KQ373_L20_5-10-5_10uM_P2.1-1,rs8113956,33.9441826,23.86771422,10.07646838,,,,2.830665894,,
Rd2.1.3_P1+2_MT_20210730,A3,KQ373_10_P2.1-1,KQ373_L20_5-10-5_10uM_P2.1-1,rs8113956,34.26563769,23.88292966,10.38270803,,,,3.136905543,,
