Experiment Name,Position,SampleName,ASO Microsynth ID,Target SNP ID,CrossingPoint,CrossingPoint.1,dCt,dCt Avg,Avg,SD,ddCt,Avg_ddCt,Exp
Rd2.1.3_P1+2_Total_20210730,P7,Ionis1375651_10_P2.1-2,Ionis1375651_10uM_P2.1-2,,34.38900679,24.36496546,10.02404133,,,,3.635156455,3.675336812,0.078273252
Rd2.1.3_P1+2_Total_20210730,P8,Ionis1375651_10_P2.1-2,Ionis1375651_10uM_P2.1-2,,34.18124697,24.32473196,9.856515014,,,,3.467630142,,
Rd2.1.3_P1+2_Total_20210730,P9,Ionis1375651_10_P2.1-2,Ionis1375651_10uM_P2.1-2,,35.08356362,24.77145491,10.31210871,,,,3.92322384,,
Rd2.1.3_P1+2_Total_20210730,O10,Ionis1375651_3_P2.1-2,Ionis1375651_3uM_P2.1-2,,31.1769108,23.23994711,7.936963697,,,,1.548078825,1.509752207,0.35117153
Rd2.1.3_P1+2_Total_20210730,O11,Ionis1375651_3_P2.1-2,Ionis1375651_3uM_P2.1-2,,31.27703609,23.28699236,7.990043739,,,,1.601158867,,
Rd2.1.3_P1+2_Total_20210730,O12,Ionis1375651_3_P2.1-2,Ionis1375651_3uM_P2.1-2,,31.12076826,23.35186446,7.768903801,,,,1.380018929,,
Rd2.1.3_P1+2_Total_20210730,P10,Ionis1375651_3_P2.1-2,Ionis1375651_3uM_P2.1-2,,31.05830342,23.10277747,7.955525952,,,,1.566641081,1.367024446,0.387690034
Rd2.1.3_P1+2_Total_20210730,P11,Ionis1375651_3_P2.1-2,Ionis1375651_3uM_P2.1-2,,30.764001,23.26445967,7.499541326,,,,1.110656455,,
Rd2.1.3_P1+2_Total_20210730,P12,Ionis1375651_3_P2.1-2,Ionis1375651_3uM_P2.1-2,,31.07927969,23.26661901,7.812660674,,,,1.423775803,,
Rd2.1.3_P1+2_Total_20210730,O13,Ionis676630_10_P2.1-2,Ionis676630_10uM_P2.1-2,,29.83681948,23.20000173,6.636817742,,,,0.24793287,0.280380544,0.823373805
Rd2.1.3_P1+2_Total_20210730,O14,Ionis676630_10_P2.1-2,Ionis676630_10uM_P2.1-2,,30.01101902,23.3237967,6.68722232,,,,0.298337448,,
Rd2.1.3_P1+2_Total_20210730,O15,Ionis676630_10_P2.1-2,Ionis676630_10uM_P2.1-2,,30.05749829,23.37374211,6.683756186,,,,0.294871314,,
Rd2.1.3_P1+2_Total_20210730,P13,Ionis676630_10_P2.1-2,Ionis676630_10uM_P2.1-2,,31.70427167,23.94302354,7.761248124,,,,1.372363252,1.361810386,0.389093724
Rd2.1.3_P1+2_Total_20210730,P14,Ionis676630_10_P2.1-2,Ionis676630_10uM_P2.1-2,,31.7994271,24.00731975,7.792107352,,,,1.403222481,,
Rd2.1.3_P1+2_Total_20210730,P15,Ionis676630_10_P2.1-2,Ionis676630_10uM_P2.1-2,,31.71492317,24.01619287,7.698730296,,,,1.309845425,,
Rd2.1.3_P1+2_Total_20210730,O16,Ionis676630_3_P2.1-2,Ionis676630_3uM_P2.1-2,,29.52318838,22.69005626,6.833132121,,,,0.44424725,0.394351841,0.760831118
Rd2.1.3_P1+2_Total_20210730,O17,Ionis676630_3_P2.1-2,Ionis676630_3uM_P2.1-2,,29.53406055,22.6950048,6.839055754,,,,0.450170883,,
Rd2.1.3_P1+2_Total_20210730,O18,Ionis676630_3_P2.1-2,Ionis676630_3uM_P2.1-2,,29.49204616,22.8145239,6.677522262,,,,0.28863739,,
Rd2.1.3_P1+2_Total_20210730,P16,Ionis676630_3_P2.1-2,Ionis676630_3uM_P2.1-2,,29.78318998,22.97619902,6.806990967,,,,0.418106095,0.467986768,0.722972778
Rd2.1.3_P1+2_Total_20210730,P17,Ionis676630_3_P2.1-2,Ionis676630_3uM_P2.1-2,,29.90995708,23.05522885,6.854728224,,,,0.465843353,,
Rd2.1.3_P1+2_Total_20210730,P18,Ionis676630_3_P2.1-2,Ionis676630_3uM_P2.1-2,,29.99926972,23.090374,6.908895728,,,,0.520010856,,
Rd2.1.3_P1+2_Total_20210730,N10,Ionis77_10_P2.1-2,Ionis77_10uM_P2.1-2,,30.61731689,23.67678593,6.94053096,,,,0.551646088,0.479956109,0.716999437
Rd2.1.3_P1+2_Total_20210730,N11,Ionis77_10_P2.1-2,Ionis77_10uM_P2.1-2,,30.69550834,23.72848184,6.967026497,,,,0.578141625,,
Rd2.1.3_P1+2_Total_20210730,N12,Ionis77_10_P2.1-2,Ionis77_10uM_P2.1-2,,30.47912611,23.78016062,6.698965484,,,,0.310080612,,
Rd2.1.3_P1+2_Total_20210730,N22,Ionis77_10_P2.1-2,Ionis77_10uM_P2.1-2,,31.20022111,23.88540624,7.314814871,,,,0.925929999,0.919678966,0.528626639
Rd2.1.3_P1+2_Total_20210730,N23,Ionis77_10_P2.1-2,Ionis77_10uM_P2.1-2,,31.24415767,23.92219778,7.321959897,,,,0.933075025,,
Rd2.1.3_P1+2_Total_20210730,N24,Ionis77_10_P2.1-2,Ionis77_10uM_P2.1-2,,31.2650404,23.97612365,7.288916746,,,,0.900031874,,
Rd2.1.3_P1+2_Total_20210730,L4,KQ106_10_P2.1-2,KQ106_L20_5-10-5_10uM_P2.1-2,H228R_cDNA,30.18810889,22.82402662,7.364082273,,,,0.975197402,0.964633111,0.512408705
Rd2.1.3_P1+2_Total_20210730,L5,KQ106_10_P2.1-2,KQ106_L20_5-10-5_10uM_P2.1-2,H228R_cDNA,30.20155887,22.86632075,7.335238123,,,,0.946353251,,
Rd2.1.3_P1+2_Total_20210730,L6,KQ106_10_P2.1-2,KQ106_L20_5-10-5_10uM_P2.1-2,H228R_cDNA,30.26772369,22.90649014,7.361233552,,,,0.97234868,,
Rd2.1.3_P1+2_Total_20210730,L16,KQ106_10_P2.1-2,KQ106_L20_5-10-5_10uM_P2.1-2,H228R_cDNA,30.58494153,23.55632555,7.028615979,,,,0.639731108,0.740975673,0.598334571
Rd2.1.3_P1+2_Total_20210730,L17,KQ106_10_P2.1-2,KQ106_L20_5-10-5_10uM_P2.1-2,H228R_cDNA,30.623218,23.41077441,7.212443581,,,,0.82355871,,
Rd2.1.3_P1+2_Total_20210730,L18,KQ106_10_P2.1-2,KQ106_L20_5-10-5_10uM_P2.1-2,H228R_cDNA,30.87895039,23.73042831,7.148522073,,,,0.759637202,,
Rd2.1.3_P1+2_Total_20210730,K4,KQ242_10_P2.1-2,KQ242_L20_5-10-5_10uM_P2.1-2,rs199890410,29.53663201,22.57041461,6.966217403,,,,0.577332531,0.481046309,0.716457827
Rd2.1.3_P1+2_Total_20210730,K5,KQ242_10_P2.1-2,KQ242_L20_5-10-5_10uM_P2.1-2,rs199890410,29.40669962,22.62046128,6.786238346,,,,0.397353475,,
Rd2.1.3_P1+2_Total_20210730,K6,KQ242_10_P2.1-2,KQ242_L20_5-10-5_10uM_P2.1-2,rs199890410,29.54909134,22.69175355,6.857337793,,,,0.468452922,,
Rd2.1.3_P1+2_Total_20210730,K16,KQ242_10_P2.1-2,KQ242_L20_5-10-5_10uM_P2.1-2,rs199890410,29.77489917,22.8151689,6.959730268,,,,0.570845396,0.533840657,0.690713508
Rd2.1.3_P1+2_Total_20210730,K17,KQ242_10_P2.1-2,KQ242_L20_5-10-5_10uM_P2.1-2,rs199890410,29.78387368,22.87899899,6.904874689,,,,0.515989818,,
Rd2.1.3_P1+2_Total_20210730,K18,KQ242_10_P2.1-2,KQ242_L20_5-10-5_10uM_P2.1-2,rs199890410,29.8676226,22.96405098,6.903571629,,,,0.514686757,,
Rd2.1.3_P1+2_Total_20210730,I10,KQ243_10_P2.1-2,KQ243_L20_5-10-5_10uM_P2.1-2,rs199890410,30.63640984,23.5475185,7.088891334,,,,0.700006462,0.80572515,0.572074463
Rd2.1.3_P1+2_Total_20210730,I11,KQ243_10_P2.1-2,KQ243_L20_5-10-5_10uM_P2.1-2,rs199890410,30.81816136,23.60695112,7.211210243,,,,0.822325372,,
Rd2.1.3_P1+2_Total_20210730,I12,KQ243_10_P2.1-2,KQ243_L20_5-10-5_10uM_P2.1-2,rs199890410,30.96520901,23.68148052,7.28372849,,,,0.894843618,,
Rd2.1.3_P1+2_Total_20210730,I22,KQ243_10_P2.1-2,KQ243_L20_5-10-5_10uM_P2.1-2,rs199890410,31.81932072,24.08174413,7.737576582,,,,1.34869171,1.393291359,0.380695294
Rd2.1.3_P1+2_Total_20210730,I23,KQ243_10_P2.1-2,KQ243_L20_5-10-5_10uM_P2.1-2,rs199890410,32.09558051,24.19161784,7.903962665,,,,1.515077793,,
Rd2.1.3_P1+2_Total_20210730,I24,KQ243_10_P2.1-2,KQ243_L20_5-10-5_10uM_P2.1-2,rs199890410,31.97248939,24.26749994,7.704989445,,,,1.316104573,,
Rd2.1.3_P1+2_Total_20210730,N7,KQ244_10_P2.1-2,KQ244_L20_5-10-5_10uM_P2.1-2,rs199890410,30.41597371,23.73891928,6.677054431,,,,0.288169559,0.302581515,0.810800276
Rd2.1.3_P1+2_Total_20210730,N8,KQ244_10_P2.1-2,KQ244_L20_5-10-5_10uM_P2.1-2,rs199890410,30.47393906,23.7928032,6.681135859,,,,0.292250987,,
Rd2.1.3_P1+2_Total_20210730,N9,KQ244_10_P2.1-2,KQ244_L20_5-10-5_10uM_P2.1-2,rs199890410,30.60037139,23.88416252,6.716208871,,,,0.327323999,,
Rd2.1.3_P1+2_Total_20210730,N19,KQ244_10_P2.1-2,KQ244_L20_5-10-5_10uM_P2.1-2,rs199890410,30.88219286,23.16797506,7.714217799,,,,1.325332927,1.353391288,0.391370986
Rd2.1.3_P1+2_Total_20210730,N20,KQ244_10_P2.1-2,KQ244_L20_5-10-5_10uM_P2.1-2,rs199890410,30.88554739,23.19802361,7.687523784,,,,1.298638912,,
Rd2.1.3_P1+2_Total_20210730,N21,KQ244_10_P2.1-2,KQ244_L20_5-10-5_10uM_P2.1-2,rs199890410,31.09673396,23.27164706,7.825086896,,,,1.436202025,,
Rd2.1.3_P1+2_Total_20210730,J7,KQ245_10_P2.1-2,KQ245_L20_5-10-5_10uM_P2.1-2,rs139851880,30.93748164,24.17597284,6.761508801,,,,0.372623929,0.411283256,0.751954224
Rd2.1.3_P1+2_Total_20210730,J8,KQ245_10_P2.1-2,KQ245_L20_5-10-5_10uM_P2.1-2,rs139851880,30.96946273,24.17333174,6.796130995,,,,0.407246123,,
Rd2.1.3_P1+2_Total_20210730,J9,KQ245_10_P2.1-2,KQ245_L20_5-10-5_10uM_P2.1-2,rs139851880,31.11804955,24.27518496,6.842864588,,,,0.453979716,,
Rd2.1.3_P1+2_Total_20210730,J19,KQ245_10_P2.1-2,KQ245_L20_5-10-5_10uM_P2.1-2,rs139851880,31.23588324,24.01629775,7.21958549,,,,0.830700618,0.852695855,0.55374902
Rd2.1.3_P1+2_Total_20210730,J20,KQ245_10_P2.1-2,KQ245_L20_5-10-5_10uM_P2.1-2,rs139851880,31.36990014,24.10016189,7.269738254,,,,0.880853382,,
Rd2.1.3_P1+2_Total_20210730,J21,KQ245_10_P2.1-2,KQ245_L20_5-10-5_10uM_P2.1-2,rs139851880,31.41685955,24.18144112,7.235418435,,,,0.846533564,,
Rd2.1.3_P1+2_Total_20210730,M4,KQ257_10_P2.1-2,KQ257_L20_5-10-5_10uM_P2.1-2,rs72404019,30.68542087,23.01089775,7.674523117,,,,1.285638246,1.23844393,0.423829546
Rd2.1.3_P1+2_Total_20210730,M5,KQ257_10_P2.1-2,KQ257_L20_5-10-5_10uM_P2.1-2,rs72404019,30.64263052,23.09751946,7.545111063,,,,1.156226191,,
Rd2.1.3_P1+2_Total_20210730,M6,KQ257_10_P2.1-2,KQ257_L20_5-10-5_10uM_P2.1-2,rs72404019,30.79151933,23.1291671,7.662352226,,,,1.273467354,,
Rd2.1.3_P1+2_Total_20210730,M16,KQ257_10_P2.1-2,KQ257_L20_5-10-5_10uM_P2.1-2,rs72404019,31.06502396,23.1728062,7.892217759,,,,1.503332887,1.333505185,0.396802994
Rd2.1.3_P1+2_Total_20210730,M17,KQ257_10_P2.1-2,KQ257_L20_5-10-5_10uM_P2.1-2,rs72404019,31.02665304,23.23089794,7.795755102,,,,1.40687023,,
Rd2.1.3_P1+2_Total_20210730,M18,KQ257_10_P2.1-2,KQ257_L20_5-10-5_10uM_P2.1-2,rs72404019,30.99010903,23.51091172,7.47919731,,,,1.090312438,,
Rd2.1.3_P1+2_Total_20210730,M1,KQ258_10_P2.1-2,KQ258_L20_5-10-5_10uM_P2.1-2,rs72404019,31.43666294,23.31069607,8.125966874,,,,1.737082003,1.769530614,0.293304149
Rd2.1.3_P1+2_Total_20210730,M2,KQ258_10_P2.1-2,KQ258_L20_5-10-5_10uM_P2.1-2,rs72404019,31.52263218,23.36350827,8.159123908,,,,1.770239037,,
Rd2.1.3_P1+2_Total_20210730,M3,KQ258_10_P2.1-2,KQ258_L20_5-10-5_10uM_P2.1-2,rs72404019,31.57161214,23.38145646,8.190155673,,,,1.801270802,,
Rd2.1.3_P1+2_Total_20210730,M13,KQ258_10_P2.1-2,KQ258_L20_5-10-5_10uM_P2.1-2,rs72404019,31.16342023,23.15939979,8.004020441,,,,1.615135569,1.598554723,0.330207611
Rd2.1.3_P1+2_Total_20210730,M14,KQ258_10_P2.1-2,KQ258_L20_5-10-5_10uM_P2.1-2,rs72404019,31.26599548,23.21888893,8.047106546,,,,1.658221674,,
Rd2.1.3_P1+2_Total_20210730,M15,KQ258_10_P2.1-2,KQ258_L20_5-10-5_10uM_P2.1-2,rs72404019,31.19728955,23.28609776,7.911191796,,,,1.522306925,,
Rd2.1.3_P1+2_Total_20210730,K1,KQ280_10_P2.1-2,KQ280_L20_5-10-5_10uM_P2.1-2,rs8113956,30.82596198,23.13664783,7.68931414,,,,1.300429269,1.34497652,0.393660395
Rd2.1.3_P1+2_Total_20210730,K2,KQ280_10_P2.1-2,KQ280_L20_5-10-5_10uM_P2.1-2,rs8113956,30.85411674,23.19507571,7.65904103,,,,1.270156158,,
Rd2.1.3_P1+2_Total_20210730,K3,KQ280_10_P2.1-2,KQ280_L20_5-10-5_10uM_P2.1-2,rs8113956,30.93329181,23.08006281,7.853229004,,,,1.464344132,,
Rd2.1.3_P1+2_Total_20210730,K13,KQ280_10_P2.1-2,KQ280_L20_5-10-5_10uM_P2.1-2,rs8113956,30.68235233,23.22548527,7.456867062,,,,1.06798219,1.061302129,0.479199355
Rd2.1.3_P1+2_Total_20210730,K14,KQ280_10_P2.1-2,KQ280_L20_5-10-5_10uM_P2.1-2,rs8113956,30.73067881,23.30209558,7.428583238,,,,1.039698366,,
Rd2.1.3_P1+2_Total_20210730,K15,KQ280_10_P2.1-2,KQ280_L20_5-10-5_10uM_P2.1-2,rs8113956,30.87026704,23.40515634,7.465110701,,,,1.076225829,,
Rd2.1.3_P1+2_Total_20210730,J10,KQ304_10_P2.1-2,KQ304_L20_5-10-5_10uM_P2.1-2,rs199890410,30.3943479,23.10520553,7.289142373,,,,0.900257501,0.863230659,0.549720178
Rd2.1.3_P1+2_Total_20210730,J11,KQ304_10_P2.1-2,KQ304_L20_5-10-5_10uM_P2.1-2,rs199890410,30.38093639,23.17294154,7.207994855,,,,0.819109983,,
Rd2.1.3_P1+2_Total_20210730,J12,KQ304_10_P2.1-2,KQ304_L20_5-10-5_10uM_P2.1-2,rs199890410,30.48351425,23.22430489,7.259209364,,,,0.870324492,,
Rd2.1.3_P1+2_Total_20210730,J22,KQ304_10_P2.1-2,KQ304_L20_5-10-5_10uM_P2.1-2,rs199890410,31.42056455,24.01269815,7.407866394,,,,1.018981522,1.040889461,0.486027732
Rd2.1.3_P1+2_Total_20210730,J23,KQ304_10_P2.1-2,KQ304_L20_5-10-5_10uM_P2.1-2,rs199890410,31.59588901,24.00398003,7.591908976,,,,1.203024104,,
Rd2.1.3_P1+2_Total_20210730,J24,KQ304_10_P2.1-2,KQ304_L20_5-10-5_10uM_P2.1-2,rs199890410,31.40637931,24.11683168,7.289547629,,,,0.900662757,,
Rd2.1.3_P1+2_Total_20210730,M7,KQ305_10_P2.1-2,KQ305_L20_5-10-5_10uM_P2.1-2,rs139851880,29.49002763,22.93603609,6.553991548,,,,0.165106676,0.162909946,0.893221606
Rd2.1.3_P1+2_Total_20210730,M8,KQ305_10_P2.1-2,KQ305_L20_5-10-5_10uM_P2.1-2,rs139851880,29.63809741,23.02836281,6.609734598,,,,0.220849726,,
Rd2.1.3_P1+2_Total_20210730,M9,KQ305_10_P2.1-2,KQ305_L20_5-10-5_10uM_P2.1-2,rs139851880,29.54322848,23.05157017,6.491658306,,,,0.102773435,,
Rd2.1.3_P1+2_Total_20210730,M19,KQ305_10_P2.1-2,KQ305_L20_5-10-5_10uM_P2.1-2,rs139851880,29.83415054,22.8940056,6.940144944,,,,0.551260072,0.566715704,0.675152024
Rd2.1.3_P1+2_Total_20210730,M20,KQ305_10_P2.1-2,KQ305_L20_5-10-5_10uM_P2.1-2,rs139851880,29.8084946,22.95235019,6.85614441,,,,0.467259539,,
Rd2.1.3_P1+2_Total_20210730,M21,KQ305_10_P2.1-2,KQ305_L20_5-10-5_10uM_P2.1-2,rs139851880,30.11341028,23.04289791,7.070512372,,,,0.6816275,,
Rd2.1.3_P1+2_Total_20210730,J4,KQ306_10_P2.1-2,KQ306_L20_5-10-5_10uM_P2.1-2,rs139851880,29.78634863,22.74635981,7.03998882,,,,0.651103948,0.527131839,0.693932942
Rd2.1.3_P1+2_Total_20210730,J5,KQ306_10_P2.1-2,KQ306_L20_5-10-5_10uM_P2.1-2,rs139851880,29.70866029,22.88990372,6.818756568,,,,0.429871696,,
Rd2.1.3_P1+2_Total_20210730,J6,KQ306_10_P2.1-2,KQ306_L20_5-10-5_10uM_P2.1-2,rs139851880,29.77907072,22.88976598,6.889304745,,,,0.500419874,,
Rd2.1.3_P1+2_Total_20210730,J16,KQ306_10_P2.1-2,KQ306_L20_5-10-5_10uM_P2.1-2,rs139851880,30.19177563,23.11620857,7.075567062,,,,0.68668219,0.781869837,0.581612493
Rd2.1.3_P1+2_Total_20210730,J17,KQ306_10_P2.1-2,KQ306_L20_5-10-5_10uM_P2.1-2,rs139851880,30.25123018,23.13557718,7.115652994,,,,0.726768122,,
Rd2.1.3_P1+2_Total_20210730,J18,KQ306_10_P2.1-2,KQ306_L20_5-10-5_10uM_P2.1-2,rs139851880,30.49252724,23.17148317,7.321044072,,,,0.9321592,,
Rd2.1.3_P1+2_Total_20210730,I7,KQ331_10_P2.1-2,KQ331_L20_5-10-5_10uM_P2.1-2,rs72404019,31.08963289,23.50892018,7.580712708,,,,1.191827836,1.138985958,0.454078628
Rd2.1.3_P1+2_Total_20210730,I8,KQ331_10_P2.1-2,KQ331_L20_5-10-5_10uM_P2.1-2,rs72404019,31.02458198,23.5973554,7.427226578,,,,1.038341706,,
Rd2.1.3_P1+2_Total_20210730,I9,KQ331_10_P2.1-2,KQ331_L20_5-10-5_10uM_P2.1-2,rs72404019,31.20800174,23.63232853,7.575673204,,,,1.186788332,,
Rd2.1.3_P1+2_Total_20210730,I19,KQ331_10_P2.1-2,KQ331_L20_5-10-5_10uM_P2.1-2,rs72404019,31.60077528,24.03299548,7.5677798,,,,1.178894928,1.310202281,0.403264334
Rd2.1.3_P1+2_Total_20210730,I20,KQ331_10_P2.1-2,KQ331_L20_5-10-5_10uM_P2.1-2,rs72404019,31.8679244,24.07518684,7.792737556,,,,1.403852684,,
Rd2.1.3_P1+2_Total_20210730,I21,KQ331_10_P2.1-2,KQ331_L20_5-10-5_10uM_P2.1-2,rs72404019,31.85940215,24.12265804,7.736744103,,,,1.347859232,,
Rd2.1.3_P1+2_Total_20210730,N1,KQ332_10_P2.1-2,KQ332_L20_5-10-5_10uM_P2.1-2,rs72404019,31.54900799,23.6596309,7.889377094,,,,1.500492222,1.341306397,0.394663117
Rd2.1.3_P1+2_Total_20210730,N2,KQ332_10_P2.1-2,KQ332_L20_5-10-5_10uM_P2.1-2,rs72404019,31.61252886,23.72374698,7.88878188,,,,1.499897008,,
Rd2.1.3_P1+2_Total_20210730,N3,KQ332_10_P2.1-2,KQ332_L20_5-10-5_10uM_P2.1-2,rs72404019,31.23141621,23.81900138,7.412414833,,,,1.023529962,,
Rd2.1.3_P1+2_Total_20210730,N13,KQ332_10_P2.1-2,KQ332_L20_5-10-5_10uM_P2.1-2,rs72404019,31.16289448,23.13151049,8.031383996,,,,1.642499125,1.591772463,0.331763606
Rd2.1.3_P1+2_Total_20210730,N14,KQ332_10_P2.1-2,KQ332_L20_5-10-5_10uM_P2.1-2,rs72404019,31.29437433,23.23457467,8.059799661,,,,1.670914789,,
Rd2.1.3_P1+2_Total_20210730,N15,KQ332_10_P2.1-2,KQ332_L20_5-10-5_10uM_P2.1-2,rs72404019,31.14728215,23.2964938,7.850788346,,,,1.461903475,,
Rd2.1.3_P1+2_Total_20210730,L1,KQ371_10_P2.1-2,KQ371_L20_5-10-5_10uM_P2.1-2,rs8113956,31.52635531,23.11259207,8.41376324,,,,2.024878368,2.094651711,0.234124576
Rd2.1.3_P1+2_Total_20210730,L2,KQ371_10_P2.1-2,KQ371_L20_5-10-5_10uM_P2.1-2,rs8113956,31.64187204,23.214399,8.427473039,,,,2.038588167,,
Rd2.1.3_P1+2_Total_20210730,L3,KQ371_10_P2.1-2,KQ371_L20_5-10-5_10uM_P2.1-2,rs8113956,31.82506019,23.21568672,8.609373469,,,,2.220488598,,
Rd2.1.3_P1+2_Total_20210730,L13,KQ371_10_P2.1-2,KQ371_L20_5-10-5_10uM_P2.1-2,rs8113956,31.57433706,23.38475256,8.189584494,,,,1.800699622,1.798999114,0.287373888
Rd2.1.3_P1+2_Total_20210730,L14,KQ371_10_P2.1-2,KQ371_L20_5-10-5_10uM_P2.1-2,rs8113956,30.82262678,27.69422418,3.128402599,,,,,,
Rd2.1.3_P1+2_Total_20210730,L15,KQ371_10_P2.1-2,KQ371_L20_5-10-5_10uM_P2.1-2,rs8113956,31.73143396,23.54525048,8.186183478,,,,1.797298606,,
Rd2.1.3_P1+2_Total_20210730,J1,KQ372_10_P2.1-2,KQ372_L20_5-10-5_10uM_P2.1-2,rs8113956,31.48236725,22.9424618,8.539905458,,,,2.151020586,2.048424165,0.241747996
Rd2.1.3_P1+2_Total_20210730,J2,KQ372_10_P2.1-2,KQ372_L20_5-10-5_10uM_P2.1-2,rs8113956,31.48965757,22.99959946,8.490058106,,,,2.101173234,,
Rd2.1.3_P1+2_Total_20210730,J3,KQ372_10_P2.1-2,KQ372_L20_5-10-5_10uM_P2.1-2,rs8113956,31.34730969,23.06534615,8.281963547,,,,1.893078675,,
Rd2.1.3_P1+2_Total_20210730,J13,KQ372_10_P2.1-2,KQ372_L20_5-10-5_10uM_P2.1-2,rs8113956,31.934609,23.42142926,8.513179737,,,,2.124294865,2.056974474,0.240319484
Rd2.1.3_P1+2_Total_20210730,J14,KQ372_10_P2.1-2,KQ372_L20_5-10-5_10uM_P2.1-2,rs8113956,31.93288444,23.57279621,8.360088225,,,,1.971203353,,
Rd2.1.3_P1+2_Total_20210730,J15,KQ372_10_P2.1-2,KQ372_L20_5-10-5_10uM_P2.1-2,rs8113956,32.06464325,23.60033318,8.464310076,,,,2.075425204,,
Rd2.1.3_P1+2_Total_20210730,I1,KQ373_10_P2.1-2,KQ373_L20_5-10-5_10uM_P2.1-2,rs8113956,33.5134523,23.89241735,9.621034953,,,,3.232150081,3.102098956,0.116459565
Rd2.1.3_P1+2_Total_20210730,I2,KQ373_10_P2.1-2,KQ373_L20_5-10-5_10uM_P2.1-2,rs8113956,33.21265696,23.93175205,9.28090491,,,,2.892020039,,
Rd2.1.3_P1+2_Total_20210730,I3,KQ373_10_P2.1-2,KQ373_L20_5-10-5_10uM_P2.1-2,rs8113956,33.51064245,23.93963083,9.571011622,,,,3.18212675,,
