Experiment Name,Position,SampleName,ASO Short Description ,CrossingPoint,CrossingPoint,dCt,,Avg,SD,ddCt,Avg_ddCt,Exp
ASO42-266_total_1.2-7_20210701,C17,ASO260_10,KQJM113_L17_5-08-4_10uM_P1.2-3,29.12300416,22.52265705,6.60,,,,-1.06,,
ASO42-266_total_1.2-7_20210701,C18,ASO260_10,KQJM113_L17_5-08-4_10uM_P1.2-3,29.3320945,22.54116604,6.79,,,,-0.87,,
ASO42-266_total_1.2-7_20210701,C19,ASO260_3,KQJM113_L17_5-08-4_3uM_P1.2-3,29.60974461,22.91348074,6.70,,,,-0.96,-1.05,2.08
ASO42-266_total_1.2-7_20210701,C20,ASO260_3,KQJM113_L17_5-08-4_3uM_P1.2-3,29.49873608,22.92925425,6.57,,,,-1.09,,
ASO42-266_total_1.2-7_20210701,C21,ASO260_3,KQJM113_L17_5-08-4_3uM_P1.2-3,29.53068961,22.97955141,6.55,,,,-1.11,,
ASO42-266_total_1.2-7_20210701,C22,ASO260_3,KQJM113_L17_5-08-4_3uM_P1.2-3,29.60570906,22.85093694,6.75,,,,-0.90,-0.85,1.81
ASO42-266_total_1.2-7_20210701,C23,ASO260_3,KQJM113_L17_5-08-4_3uM_P1.2-3,29.68547675,22.85239883,6.83,,,,-0.83,,
ASO42-266_total_1.2-7_20210701,C24,ASO260_3,KQJM113_L17_5-08-4_3uM_P1.2-3,29.74000573,22.90984215,6.83,,,,-0.83,,
ASO42-266_total_1.2-7_20210701,D1,ASO67_10,KQ927_L20_5-10-5_10uM_P1.2-3,32.04137371,24.44486839,7.60,,,,-0.06,-0.17,1.13
ASO42-266_total_1.2-7_20210701,D2,ASO67_10,KQ927_L20_5-10-5_10uM_P1.2-3,31.85748806,24.42186357,7.44,,,,-0.22,,
ASO42-266_total_1.2-7_20210701,D3,ASO67_10,KQ927_L20_5-10-5_10uM_P1.2-3,31.82677926,24.40389898,7.42,,,,-0.24,,
ASO42-266_total_1.2-7_20210701,D4,ASO67_10,KQ927_L20_5-10-5_10uM_P1.2-3,33.49083712,25.35430441,8.14,,,,0.48,0.21,0.86
ASO42-266_total_1.2-7_20210701,D5,ASO67_10,KQ927_L20_5-10-5_10uM_P1.2-3,32.96150262,25.35558336,7.61,,,,-0.05,,
ASO42-266_total_1.2-7_20210701,D6,ASO67_10,KQ927_L20_5-10-5_10uM_P1.2-3,33.25368313,25.37309458,7.88,,,,0.22,,
ASO42-266_total_1.2-7_20210701,D7,ASO67_3,KQ927_L20_5-10-5_3uM_P1.2-3,29.75539526,22.37858244,7.38,,,,-0.28,-0.32,1.25
ASO42-266_total_1.2-7_20210701,D8,ASO67_3,KQ927_L20_5-10-5_3uM_P1.2-3,29.6395657,22.33214228,7.31,,,,-0.35,,
ASO42-266_total_1.2-7_20210701,D9,ASO67_3,KQ927_L20_5-10-5_3uM_P1.2-3,29.65838231,22.33039622,7.33,,,,-0.33,,
ASO42-266_total_1.2-7_20210701,D10,ASO67_3,KQ927_L20_5-10-5_3uM_P1.2-3,31.07016394,23.70510419,7.37,,,,-0.29,-0.28,1.21
ASO42-266_total_1.2-7_20210701,D11,ASO67_3,KQ927_L20_5-10-5_3uM_P1.2-3,31.07381744,23.71681185,7.36,,,,-0.30,,
ASO42-266_total_1.2-7_20210701,D12,ASO67_3,KQ927_L20_5-10-5_3uM_P1.2-3,31.19323962,23.77684376,7.42,,,,-0.24,,
ASO42-266_total_1.2-7_20210701,D13,ASO263_10,KQJM116_L18_4-10-4_10uM_P1.2-3,30.10756994,22.93911747,7.17,,,,-0.49,-0.53,1.44
ASO42-266_total_1.2-7_20210701,D14,ASO263_10,KQJM116_L18_4-10-4_10uM_P1.2-3,30.11721504,22.97923668,7.14,,,,-0.52,,
ASO42-266_total_1.2-7_20210701,D15,ASO263_10,KQJM116_L18_4-10-4_10uM_P1.2-3,30.10809428,23.02233853,7.09,,,,-0.57,,
ASO42-266_total_1.2-7_20210701,D16,ASO263_10,KQJM116_L18_4-10-4_10uM_P1.2-3,30.55922854,24.15764857,6.40,,,,-1.26,-1.21,2.32
ASO42-266_total_1.2-7_20210701,D17,ASO263_10,KQJM116_L18_4-10-4_10uM_P1.2-3,30.49416366,24.16256404,6.33,,,,-1.33,,
ASO42-266_total_1.2-7_20210701,D18,ASO263_10,KQJM116_L18_4-10-4_10uM_P1.2-3,30.81405902,24.21247076,6.60,,,,-1.06,,
ASO42-266_total_1.2-7_20210701,D19,ASO263_3,KQJM116_L18_4-10-4_3uM_P1.2-3,31.24850959,23.69855078,7.55,,,,-0.11,-0.20,1.15
ASO42-266_total_1.2-7_20210701,D20,ASO263_3,KQJM116_L18_4-10-4_3uM_P1.2-3,31.20175051,23.70658227,7.50,,,,-0.16,,
ASO42-266_total_1.2-7_20210701,D21,ASO263_3,KQJM116_L18_4-10-4_3uM_P1.2-3,31.08968856,23.75200988,7.34,,,,-0.32,,
ASO42-266_total_1.2-7_20210701,D22,ASO263_3,KQJM116_L18_4-10-4_3uM_P1.2-3,29.61076044,22.88387073,6.73,,,,-0.93,-0.86,1.82
ASO42-266_total_1.2-7_20210701,D23,ASO263_3,KQJM116_L18_4-10-4_3uM_P1.2-3,29.70094175,22.84486039,6.86,,,,-0.80,,
ASO42-266_total_1.2-7_20210701,D24,ASO263_3,KQJM116_L18_4-10-4_3uM_P1.2-3,29.68885533,22.87808619,6.81,,,,-0.85,,
ASO42-266_total_1.2-7_20210701,E1,ASO258_10,KQJM111_L17_4-10-3_10uM_P1.2-3,29.7312988,23.01049843,6.72,,,,-0.94,-0.93,1.90
ASO42-266_total_1.2-7_20210701,E2,ASO258_10,KQJM111_L17_4-10-3_10uM_P1.2-3,29.70372981,23.01068538,6.69,,,,-0.97,,
ASO42-266_total_1.2-7_20210701,E3,ASO258_10,KQJM111_L17_4-10-3_10uM_P1.2-3,29.73414108,22.94876177,6.79,,,,-0.87,,
ASO42-266_total_1.2-7_20210701,E4,ASO258_10,KQJM111_L17_4-10-3_10uM_P1.2-3,31.95856228,24.06033983,7.90,,,,0.24,0.15,0.90
ASO42-266_total_1.2-7_20210701,E5,ASO258_10,KQJM111_L17_4-10-3_10uM_P1.2-3,31.76357124,24.05006102,7.71,,,,0.05,,
ASO42-266_total_1.2-7_20210701,E6,ASO258_10,KQJM111_L17_4-10-3_10uM_P1.2-3,31.77487142,23.95178745,7.82,,,,0.16,,
ASO42-266_total_1.2-7_20210701,E7,ASO258_3,KQJM111_L17_4-10-3_3uM_P1.2-3,29.05255121,22.41477237,6.64,,,,-1.02,-1.03,2.04
ASO42-266_total_1.2-7_20210701,E8,ASO258_3,KQJM111_L17_4-10-3_3uM_P1.2-3,28.85337303,22.32199815,6.53,,,,-1.13,,
ASO42-266_total_1.2-7_20210701,E9,ASO258_3,KQJM111_L17_4-10-3_3uM_P1.2-3,29.03755492,22.30944187,6.73,,,,-0.93,,
ASO42-266_total_1.2-7_20210701,E10,ASO258_3,KQJM111_L17_4-10-3_3uM_P1.2-3,29.54517565,22.83574496,6.71,,,,-0.95,-1.08,2.11
ASO42-266_total_1.2-7_20210701,E11,ASO258_3,KQJM111_L17_4-10-3_3uM_P1.2-3,29.47032418,22.89390604,6.58,,,,-1.08,,
ASO42-266_total_1.2-7_20210701,E12,ASO258_3,KQJM111_L17_4-10-3_3uM_P1.2-3,29.35727332,22.89127311,6.47,,,,-1.19,,
ASO42-266_total_1.2-7_20210701,E13,ASO262_10,KQJM115_L17_5-08-4_10uM_P1.2-3,29.52833841,22.5748417,6.95,,,,-0.71,-0.72,1.65
ASO42-266_total_1.2-7_20210701,E14,ASO262_10,KQJM115_L17_5-08-4_10uM_P1.2-3,29.56260789,22.5878703,6.97,,,,-0.68,,
ASO42-266_total_1.2-7_20210701,E15,ASO262_10,KQJM115_L17_5-08-4_10uM_P1.2-3,29.50638961,22.61699689,6.89,,,,-0.77,,
ASO42-266_total_1.2-7_20210701,E16,ASO262_10,KQJM115_L17_5-08-4_10uM_P1.2-3,29.49851745,22.60211404,6.90,,,,-0.76,-0.77,1.71
ASO42-266_total_1.2-7_20210701,E17,ASO262_10,KQJM115_L17_5-08-4_10uM_P1.2-3,29.54720811,22.56574583,6.98,,,,-0.68,,
ASO42-266_total_1.2-7_20210701,E18,ASO262_10,KQJM115_L17_5-08-4_10uM_P1.2-3,29.38042381,22.60193084,6.78,,,,-0.88,,
ASO42-266_total_1.2-7_20210701,E19,ASO262_3,KQJM115_L17_5-08-4_3uM_P1.2-3,31.15205563,24.147443,7.00,,,,-0.66,-0.66,1.58
ASO42-266_total_1.2-7_20210701,E20,ASO262_3,KQJM115_L17_5-08-4_3uM_P1.2-3,30.90745645,24.10553671,6.80,,,,-0.86,,
ASO42-266_total_1.2-7_20210701,E21,ASO262_3,KQJM115_L17_5-08-4_3uM_P1.2-3,31.32624378,24.14290271,7.18,,,,-0.48,,
ASO42-266_total_1.2-7_20210701,E22,ASO262_3,KQJM115_L17_5-08-4_3uM_P1.2-3,30.50100847,23.60366457,6.90,,,,-0.76,-0.77,1.71
ASO42-266_total_1.2-7_20210701,E23,ASO262_3,KQJM115_L17_5-08-4_3uM_P1.2-3,30.53914557,23.58859103,6.95,,,,-0.71,,
ASO42-266_total_1.2-7_20210701,E24,ASO262_3,KQJM115_L17_5-08-4_3uM_P1.2-3,30.44250632,23.63612309,6.81,,,,-0.85,,
ASO42-266_total_1.2-7_20210701,F1,ASO259_10,KQJM112_L18_4-10-4_10uM_P1.2-3,30.32673451,24.05453584,6.27,,,,-1.39,-1.46,2.75
ASO42-266_total_1.2-7_20210701,F2,ASO259_10,KQJM112_L18_4-10-4_10uM_P1.2-3,30.3148428,24.09224775,6.22,,,,-1.44,,
ASO42-266_total_1.2-7_20210701,F3,ASO259_10,KQJM112_L18_4-10-4_10uM_P1.2-3,30.13851241,24.02768769,6.11,,,,-1.55,,
ASO42-266_total_1.2-7_20210701,F4,ASO259_10,KQJM112_L18_4-10-4_10uM_P1.2-3,30.76270286,23.24042735,7.52,,,,-0.14,-0.05,1.03
ASO42-266_total_1.2-7_20210701,F5,ASO259_10,KQJM112_L18_4-10-4_10uM_P1.2-3,30.66948193,23.08283549,7.59,,,,-0.07,,
ASO42-266_total_1.2-7_20210701,F6,ASO259_10,KQJM112_L18_4-10-4_10uM_P1.2-3,30.83845127,23.11200608,7.73,,,,0.07,,
ASO42-266_total_1.2-7_20210701,F7,ASO259_3,KQJM112_L18_4-10-4_3uM_P1.2-3,28.63180385,21.90299678,6.73,,,,-0.93,-0.93,1.91
ASO42-266_total_1.2-7_20210701,F8,ASO259_3,KQJM112_L18_4-10-4_3uM_P1.2-3,28.61520574,21.89300708,6.72,,,,-0.94,,
ASO42-266_total_1.2-7_20210701,F9,ASO259_3,KQJM112_L18_4-10-4_3uM_P1.2-3,28.6607612,21.92462031,6.74,,,,-0.92,,
ASO42-266_total_1.2-7_20210701,F10,ASO259_3,KQJM112_L18_4-10-4_3uM_P1.2-3,29.34714034,22.68962647,6.66,,,,-1.00,-1.02,2.03
ASO42-266_total_1.2-7_20210701,F11,ASO259_3,KQJM112_L18_4-10-4_3uM_P1.2-3,29.20584818,22.56777337,6.64,,,,-1.02,,
ASO42-266_total_1.2-7_20210701,F12,ASO259_3,KQJM112_L18_4-10-4_3uM_P1.2-3,29.20099292,22.57244883,6.63,,,,-1.03,,
